"chromosome"	"CpG_position"	"M_counts"	"Total_counts"
"chr1"	29489	0	6
"chr1"	29500	0	6
"chr1"	29505	0	5
"chr1"	29510	0	5
"chr1"	29512	0	5
"chr1"	29524	0	4
"chr1"	29533	0	4
"chr1"	29542	0	3
"chr1"	29550	0	4
"chr1"	29553	0	5
"chr1"	29561	0	4
"chr1"	29572	0	4
"chr1"	29582	0	4
"chr1"	29586	0	5
"chr1"	29594	0	5
"chr1"	29604	0	5
"chr1"	29641	0	5
"chr1"	29656	1	5
"chr1"	29691	0	5
"chr1"	29700	0	5
"chr1"	29709	0	5
"chr1"	29720	0	5
"chr1"	29724	0	5
"chr1"	29731	0	2
"chr1"	29736	0	0
"chr1"	29757	0	0
"chr1"	29768	0	0
"chr1"	29789	0	0
"chr1"	29799	0	0
"chr1"	29809	0	0
"chr1"	29910	0	0
"chr1"	29927	0	0
"chr1"	29991	0	0
"chr1"	30013	0	0
"chr1"	30028	0	0
"chr1"	30095	0	0
"chr1"	30155	0	0
"chr1"	30306	0	0
"chr1"	30320	0	0
"chr1"	30400	0	0
"chr1"	30410	0	0
"chr1"	30571	0	0
"chr1"	30606	0	0
"chr1"	30635	1	1
"chr1"	30647	1	1
"chr1"	30793	13	13
"chr1"	30922	16	20
"chr1"	30984	14	17
"chr1"	31028	9	10
"chr1"	31036	9	9
"chr1"	31109	7	7
"chr1"	31443	2	2
"chr1"	31486	1	1
"chr1"	31488	1	1
"chr1"	31623	0	0
"chr1"	31650	0	0
"chr1"	31696	0	0
"chr1"	31792	0	0
"chr1"	31971	1	1
"chr1"	32105	0	0
"chr1"	32261	2	2
"chr1"	32385	3	3
"chr1"	32588	0	0
"chr1"	32646	0	0
"chr1"	32755	0	0
"chr1"	32808	1	1
"chr1"	32894	1	1
"chr1"	32925	1	1
"chr1"	33245	0	0
"chr1"	33261	2	2
"chr1"	33599	1	1
"chr1"	33732	1	1
"chr1"	34014	0	0
"chr1"	34054	0	0
"chr1"	34123	0	0
"chr1"	34244	0	0
"chr1"	34283	0	0
"chr1"	34467	0	0
"chr1"	34742	1	1
"chr1"	34770	1	2
"chr1"	34779	1	2
"chr1"	34816	2	2
"chr1"	34855	2	2
"chr1"	35081	0	0
"chr1"	35095	0	0
"chr1"	35118	0	0
"chr1"	35141	0	0
"chr1"	35171	0	0
"chr1"	35241	0	0
"chr1"	35366	0	0
"chr1"	35428	1	1
"chr1"	35647	2	3
"chr1"	35737	1	1
"chr1"	35758	0	0
"chr1"	35781	0	0
"chr1"	35835	0	0
"chr1"	36015	0	0
"chr1"	36031	0	0
"chr1"	36065	0	0
"chr1"	36073	0	0
"chr1"	36155	0	0
"chr1"	36375	0	0
"chr1"	36447	0	0
"chr1"	36458	0	0
"chr1"	36603	0	0
"chr1"	36858	1	1
"chr1"	36919	1	1
"chr1"	36923	1	1
"chr1"	36929	1	1
"chr1"	36946	1	1
"chr1"	36963	1	1
"chr1"	36981	1	1
"chr1"	36985	1	1
"chr1"	37425	0	0
"chr1"	37533	0	0
"chr1"	37690	0	0
"chr1"	37727	0	0
"chr1"	37835	0	0
"chr1"	37887	0	0
"chr1"	38019	1	1
"chr1"	38065	2	2
"chr1"	38285	8	8
"chr1"	38294	8	8
"chr1"	38323	5	5
"chr1"	38398	5	5
"chr1"	38891	17	22
"chr1"	38907	20	22
"chr1"	39069	5	5
"chr1"	39080	4	4
"chr1"	39362	3	3
"chr1"	39378	2	2
"chr1"	39578	4	4
"chr1"	39641	0	1
"chr1"	39676	1	1
"chr1"	39703	1	1
"chr1"	39734	1	2
"chr1"	39778	2	2
"chr1"	39860	1	4
"chr1"	39892	4	4
"chr1"	39966	3	3
"chr1"	40023	2	2
"chr1"	40048	2	2
"chr1"	40250	2	2
"chr1"	40316	1	1
"chr1"	40387	0	0
"chr1"	40395	0	0
"chr1"	40416	0	0
"chr1"	40705	2	2
"chr1"	41053	0	0
"chr1"	41099	0	0
"chr1"	42086	3	6
"chr1"	42444	0	0
"chr1"	42577	0	0
"chr1"	43293	0	0
"chr1"	43301	0	0
"chr1"	43326	0	0
"chr1"	43521	0	0
"chr1"	43666	0	0
"chr1"	44722	0	0
"chr1"	44787	0	0
"chr1"	44888	0	0
"chr1"	45341	0	0
"chr1"	45566	0	0
"chr1"	46104	0	0
"chr1"	46136	0	0
"chr1"	46241	0	0
"chr1"	46256	0	0
"chr1"	46332	0	0
"chr1"	46481	2	2
"chr1"	46485	2	2
"chr1"	46910	4	4
"chr1"	47176	38	45
"chr1"	47205	28	39
"chr1"	47362	29	32
"chr1"	47479	3	4
"chr1"	47868	1	1
"chr1"	48025	5	5
"chr1"	48151	49	49
"chr1"	48173	50	52
"chr1"	48179	50	52
"chr1"	48448	3	3
"chr1"	48474	0	0
"chr1"	48858	0	0
"chr1"	48947	1	1
"chr1"	49029	4	4
"chr1"	49045	4	4
"chr1"	49156	26	30
"chr1"	49271	25	31
"chr1"	49291	28	31
"chr1"	49360	17	23
"chr1"	49363	23	24
"chr1"	49404	20	23
"chr1"	49408	23	24
"chr1"	49439	21	27
"chr1"	49481	29	33
"chr1"	49491	36	37
"chr1"	49626	14	15
"chr1"	50013	0	0
"chr1"	50018	0	0
"chr1"	50368	6	7
"chr1"	50864	0	0
"chr1"	50879	0	0
"chr1"	51145	0	0
"chr1"	51187	0	0
"chr1"	51442	31	37
"chr1"	51458	41	41
"chr1"	51588	15	17
"chr1"	51592	16	16
"chr1"	51594	15	16
"chr1"	51602	15	17
"chr1"	51604	17	17
"chr1"	51632	14	14
"chr1"	51637	13	13
"chr1"	51641	12	13
"chr1"	51648	10	13
"chr1"	51662	13	13
"chr1"	51682	8	12
"chr1"	51693	12	12
"chr1"	51722	14	14
"chr1"	51726	12	12
"chr1"	51728	11	13
"chr1"	51734	14	14
"chr1"	51738	13	13
"chr1"	51744	14	15
"chr1"	51766	12	15
"chr1"	51771	14	16
"chr1"	51782	16	16
"chr1"	51789	18	20
"chr1"	51796	18	19
"chr1"	51813	20	23
"chr1"	51821	23	23
"chr1"	51827	23	23
"chr1"	51843	22	25
"chr1"	51851	24	25
"chr1"	51859	30	30
"chr1"	51935	40	51
"chr1"	51953	49	53
"chr1"	51969	43	54
"chr1"	51975	36	56
"chr1"	51978	50	59
"chr1"	52015	56	57
"chr1"	52028	52	55
"chr1"	52033	47	52
"chr1"	52053	35	39
"chr1"	52244	11	11
"chr1"	52365	4	4
"chr1"	52474	3	3
"chr1"	52755	37	39
"chr1"	53101	19	19
"chr1"	53108	20	22
"chr1"	53312	19	20
"chr1"	53834	0	0
"chr1"	53888	1	1
"chr1"	54103	12	15
"chr1"	54354	24	28
"chr1"	54489	58	68
"chr1"	54649	42	45
"chr1"	55299	19	41
"chr1"	55329	46	46
"chr1"	55815	48	52
"chr1"	55885	49	52
"chr1"	55907	40	42
"chr1"	56298	63	79
"chr1"	56305	55	74
"chr1"	56444	33	36
"chr1"	56585	44	48
"chr1"	57292	60	69
"chr1"	57691	21	25
"chr1"	58447	43	48
"chr1"	59276	32	37
"chr1"	59735	0	0
"chr1"	59761	0	0
"chr1"	60249	31	37
"chr1"	60408	13	14
"chr1"	60574	5	6
"chr1"	60726	21	24
"chr1"	61020	2	3
"chr1"	61135	3	4
"chr1"	61578	12	13
"chr1"	61625	22	32
"chr1"	61803	46	52
"chr1"	61901	43	48
"chr1"	61922	44	46
"chr1"	61930	38	45
"chr1"	61947	38	39
"chr1"	61954	37	41
"chr1"	62082	51	53
"chr1"	62096	53	56
"chr1"	62112	51	54
"chr1"	62140	56	57
"chr1"	62156	53	56
"chr1"	62277	25	25
"chr1"	62420	28	31
"chr1"	62484	25	28
"chr1"	62870	44	46
"chr1"	62904	48	51
"chr1"	63148	49	50
"chr1"	63197	42	47
"chr1"	63322	53	55
"chr1"	63495	9	12
"chr1"	63568	16	19
"chr1"	63627	37	39
"chr1"	63667	52	54
"chr1"	63670	40	54
"chr1"	63683	49	52
"chr1"	63722	40	42
"chr1"	63791	18	23
"chr1"	63880	11	11
"chr1"	63965	9	9
"chr1"	63967	9	9
"chr1"	64495	6	6
"chr1"	64563	24	28
"chr1"	64764	42	53
"chr1"	64900	67	69
"chr1"	65120	5	6
"chr1"	65166	1	1
"chr1"	65810	0	0
"chr1"	65892	9	11
"chr1"	66900	16	18
"chr1"	66993	3	6
"chr1"	67183	16	16
"chr1"	67223	13	14
"chr1"	67509	15	17
"chr1"	68056	1	1
"chr1"	68122	3	4
"chr1"	68239	22	23
"chr1"	68246	23	23
"chr1"	68849	4	4
"chr1"	68889	4	4
"chr1"	69071	2	2
"chr1"	69080	2	2
"chr1"	69183	0	0
"chr1"	69334	5	5
"chr1"	69486	16	19
"chr1"	69495	21	22
"chr1"	69536	26	27
"chr1"	69551	30	31
"chr1"	69558	29	29
"chr1"	69591	16	21
"chr1"	69751	3	3
"chr1"	69767	2	2
"chr1"	69956	4	5
"chr1"	70477	5	5
"chr1"	70603	10	30
"chr1"	70665	33	50
"chr1"	70805	17	19
"chr1"	70917	0	0
"chr1"	71679	0	0
"chr1"	71962	3	4
"chr1"	72310	19	24
"chr1"	72339	16	17
"chr1"	72421	5	5
"chr1"	72454	4	4
"chr1"	72659	44	44
"chr1"	72766	20	33
"chr1"	72861	7	8
"chr1"	73228	35	51
"chr1"	73529	1	1
"chr1"	73549	0	0
"chr1"	73934	22	22
"chr1"	73951	14	21
"chr1"	74091	8	9
"chr1"	74114	6	6
"chr1"	74294	8	10
"chr1"	74307	8	8
"chr1"	74398	7	11
"chr1"	74415	8	11
"chr1"	74672	12	13
"chr1"	74902	56	60
"chr1"	74953	59	59
"chr1"	75130	16	17
"chr1"	75344	5	5
"chr1"	75425	4	5
"chr1"	75570	2	2
"chr1"	75802	6	6
"chr1"	76024	27	31
"chr1"	76132	15	16
"chr1"	76308	14	17
"chr1"	76330	17	17
"chr1"	76422	11	11
"chr1"	76600	20	22
"chr1"	76692	16	17
"chr1"	76884	33	36
"chr1"	76896	30	32
"chr1"	76900	28	29
"chr1"	76945	20	21
"chr1"	76981	15	17
"chr1"	76995	14	15
"chr1"	77035	7	12
"chr1"	77089	10	14
"chr1"	77129	10	15
"chr1"	77244	9	9
"chr1"	77461	10	11
"chr1"	77670	21	22
"chr1"	77773	10	12
"chr1"	77960	20	20
"chr1"	77985	18	19
"chr1"	78701	0	0
"chr1"	78894	16	16
"chr1"	79049	6	12
"chr1"	79077	13	21
"chr1"	79401	18	25
"chr1"	79417	20	27
"chr1"	79472	28	28
"chr1"	79787	18	31
"chr1"	79806	16	28
"chr1"	79878	13	20
"chr1"	80053	11	13
"chr1"	80808	0	0
"chr1"	80820	0	0
"chr1"	80848	0	0
"chr1"	80857	0	0
"chr1"	80909	0	0
"chr1"	80951	6	8
"chr1"	80973	14	14
"chr1"	81012	25	26
"chr1"	81031	28	28
"chr1"	81037	25	28
"chr1"	81105	45	50
"chr1"	81179	36	39
"chr1"	81317	28	30
"chr1"	81423	31	34
"chr1"	81602	11	14
"chr1"	81645	7	8
"chr1"	82162	17	17
"chr1"	82281	56	61
"chr1"	82399	20	34
"chr1"	82570	44	49
"chr1"	82715	47	52
"chr1"	83483	10	10
"chr1"	83514	8	11
"chr1"	83516	11	11
"chr1"	83603	6	9
"chr1"	83605	2	9
"chr1"	84544	23	25
"chr1"	85011	17	18
"chr1"	85406	10	10
"chr1"	85528	15	17
"chr1"	85941	51	58
"chr1"	86191	17	26
"chr1"	86686	3	5
"chr1"	86875	17	29
"chr1"	86920	41	43
"chr1"	86941	45	50
"chr1"	87256	37	40
"chr1"	87302	29	34
"chr1"	87351	27	28
"chr1"	87360	25	26
"chr1"	87365	25	26
"chr1"	87409	24	28
"chr1"	87701	42	46
"chr1"	87723	30	38
"chr1"	87754	27	29
"chr1"	88080	19	22
"chr1"	88171	22	22
"chr1"	88204	20	21
"chr1"	88315	38	39
"chr1"	88361	34	35
"chr1"	88386	31	31
"chr1"	88388	31	31
"chr1"	88456	19	19
"chr1"	88487	12	13
"chr1"	88491	12	13
"chr1"	88511	10	10
"chr1"	88518	10	10
"chr1"	88560	8	8
"chr1"	88575	7	8
"chr1"	88687	9	9
"chr1"	88696	9	10
"chr1"	88705	9	10
"chr1"	88762	10	10
"chr1"	88767	10	10
"chr1"	88811	8	9
"chr1"	88833	8	9
"chr1"	88851	5	8
"chr1"	88882	5	5
"chr1"	88904	3	3
"chr1"	88909	3	3
"chr1"	88922	3	3
"chr1"	88970	3	3
"chr1"	89213	25	29
"chr1"	89359	13	16
"chr1"	89518	15	15
"chr1"	89566	10	13
"chr1"	89705	32	35
"chr1"	90032	20	23
"chr1"	90457	2	2
"chr1"	90537	1	1
"chr1"	90728	2	2
"chr1"	90766	1	2
"chr1"	90780	4	5
"chr1"	90855	9	10
"chr1"	90930	8	9
"chr1"	90968	11	12
"chr1"	90973	12	12
"chr1"	91003	13	14
"chr1"	91018	11	14
"chr1"	91029	16	17
"chr1"	91059	17	21
"chr1"	91119	13	21
"chr1"	91159	8	25
"chr1"	91189	22	26
"chr1"	91233	11	28
"chr1"	91267	12	27
"chr1"	91458	1	20
"chr1"	91472	4	21
"chr1"	91550	8	31
"chr1"	91580	3	30
"chr1"	91684	10	12
"chr1"	91836	2	2
"chr1"	91862	0	0
"chr1"	91948	1	1
"chr1"	92001	1	1
"chr1"	92122	1	1
"chr1"	92146	0	0
"chr1"	92163	0	0
"chr1"	92392	3	3
"chr1"	92741	24	25
"chr1"	92763	25	27
"chr1"	92977	12	13
"chr1"	93097	3	3
"chr1"	93153	10	11
"chr1"	93248	24	26
"chr1"	93301	27	28
"chr1"	93392	12	12
"chr1"	93726	0	0
"chr1"	93757	0	0
"chr1"	93788	0	0
"chr1"	93819	2	2
"chr1"	93836	3	3
"chr1"	94018	14	15
"chr1"	94107	8	9
"chr1"	94118	8	8
"chr1"	94238	5	5
"chr1"	94259	7	7
"chr1"	94269	7	8
"chr1"	94295	7	7
"chr1"	94317	8	8
"chr1"	94386	6	7
"chr1"	94476	7	7
"chr1"	94860	22	25
"chr1"	94930	30	31
"chr1"	94986	37	42
"chr1"	95073	30	33
"chr1"	95430	0	0
"chr1"	95454	0	0
"chr1"	95610	7	7
