"chromosome"	"CpG_position"	"M_counts"	"Total_counts"
"chr1"	18213	0	0
"chr1"	18353	14	16
"chr1"	18511	19	19
"chr1"	18564	18	19
"chr1"	18575	20	20
"chr1"	18732	0	0
"chr1"	18768	0	0
"chr1"	18775	0	0
"chr1"	18810	0	0
"chr1"	18827	0	0
"chr1"	18854	0	0
"chr1"	18873	1	1
"chr1"	18880	1	1
"chr1"	18887	1	1
"chr1"	18934	0	1
"chr1"	19015	1	1
"chr1"	19056	2	2
"chr1"	19121	2	2
"chr1"	19132	1	1
"chr1"	19160	2	2
"chr1"	19189	1	1
"chr1"	19248	1	3
"chr1"	19273	3	3
"chr1"	19279	2	3
"chr1"	19283	3	3
"chr1"	19298	2	2
"chr1"	19320	2	2
"chr1"	19322	2	2
"chr1"	19390	0	0
"chr1"	19392	0	0
"chr1"	19508	3	4
"chr1"	19539	3	4
"chr1"	19590	4	4
"chr1"	19683	4	4
"chr1"	19772	0	0
"chr1"	19788	0	0
"chr1"	19888	2	5
"chr1"	19910	5	7
"chr1"	19917	7	9
"chr1"	19941	5	10
"chr1"	20044	20	26
"chr1"	20127	23	35
"chr1"	20129	19	36
"chr1"	20156	29	41
"chr1"	20206	28	57
"chr1"	20234	38	60
"chr1"	20253	33	56
"chr1"	20387	14	33
"chr1"	20480	26	37
"chr1"	20590	19	21
"chr1"	20700	12	12
"chr1"	20741	11	11
"chr1"	20784	6	9
"chr1"	20967	0	1
"chr1"	20983	0	1
"chr1"	21002	0	1
"chr1"	21024	0	1
"chr1"	21066	1	1
"chr1"	21093	1	1
"chr1"	21120	0	0
"chr1"	21139	0	0
"chr1"	21198	1	1
"chr1"	21223	1	1
"chr1"	21252	1	1
"chr1"	21279	1	1
"chr1"	21282	1	1
"chr1"	21350	1	1
"chr1"	21419	1	1
"chr1"	21424	1	1
"chr1"	21502	0	0
"chr1"	21538	0	0
"chr1"	21608	0	0
"chr1"	21616	0	0
"chr1"	21686	0	0
"chr1"	21709	0	0
"chr1"	21736	0	0
"chr1"	21788	0	0
"chr1"	21795	0	0
"chr1"	21797	0	0
"chr1"	21817	0	0
"chr1"	21948	0	0
"chr1"	22025	0	0
"chr1"	22246	2	2
"chr1"	22349	2	2
"chr1"	22410	2	2
"chr1"	22428	1	1
"chr1"	22462	1	1
"chr1"	22464	1	1
"chr1"	22494	0	0
"chr1"	22568	0	0
"chr1"	22674	0	0
"chr1"	22712	0	0
"chr1"	22825	0	0
"chr1"	22839	0	0
"chr1"	22864	0	0
"chr1"	22898	0	0
"chr1"	23002	2	2
"chr1"	23097	1	1
"chr1"	23255	0	0
"chr1"	23398	0	0
"chr1"	23408	0	0
"chr1"	23507	0	0
"chr1"	23548	0	0
"chr1"	23680	3	3
"chr1"	23779	3	3
"chr1"	23822	3	3
"chr1"	23843	3	3
"chr1"	23974	0	0
"chr1"	24017	0	0
"chr1"	24073	0	0
"chr1"	24171	0	0
"chr1"	24226	0	0
"chr1"	24341	0	0
"chr1"	24372	0	0
"chr1"	24412	0	0
"chr1"	24451	0	0
"chr1"	24554	0	0
"chr1"	24638	0	0
"chr1"	24785	2	2
"chr1"	24799	2	2
"chr1"	24810	2	2
"chr1"	24813	2	2
"chr1"	24838	1	1
"chr1"	24900	3	3
"chr1"	24906	2	3
"chr1"	24911	1	3
"chr1"	24926	3	4
"chr1"	24933	4	4
"chr1"	24938	4	4
"chr1"	24957	4	4
"chr1"	25059	2	2
"chr1"	25115	2	2
"chr1"	25381	0	0
"chr1"	25912	5	5
"chr1"	25933	3	4
"chr1"	25974	3	3
"chr1"	26013	2	2
"chr1"	26061	1	1
"chr1"	26481	0	0
"chr1"	26532	0	0
"chr1"	26633	0	0
"chr1"	26790	0	0
"chr1"	26794	0	0
"chr1"	26798	0	0
"chr1"	26803	0	0
"chr1"	26810	0	0
"chr1"	26837	0	0
"chr1"	26862	0	0
"chr1"	26870	0	0
"chr1"	26932	0	0
"chr1"	26957	0	0
"chr1"	26964	0	0
"chr1"	27026	0	0
"chr1"	27028	0	0
"chr1"	27053	0	0
"chr1"	27139	0	0
"chr1"	27145	0	0
"chr1"	27441	2	2
"chr1"	27574	0	0
"chr1"	27670	0	0
"chr1"	27760	0	0
"chr1"	27969	1	2
"chr1"	28167	2	3
"chr1"	28189	3	6
"chr1"	28347	2	5
"chr1"	28409	4	5
"chr1"	28433	1	5
"chr1"	28512	0	4
"chr1"	28660	0	1
"chr1"	28677	0	1
"chr1"	28692	0	1
"chr1"	28705	0	1
"chr1"	28736	0	1
"chr1"	28750	0	0
"chr1"	28752	0	0
"chr1"	28765	0	0
"chr1"	28774	0	0
"chr1"	28793	0	0
"chr1"	28808	0	0
"chr1"	28825	0	0
"chr1"	28840	0	0
"chr1"	28852	0	0
"chr1"	28863	0	0
"chr1"	28865	0	0
"chr1"	28891	0	0
"chr1"	28908	0	0
"chr1"	28912	0	0
"chr1"	28925	0	0
"chr1"	28934	0	0
"chr1"	28936	0	0
"chr1"	28938	0	0
"chr1"	28955	0	0
"chr1"	28964	0	0
"chr1"	28972	0	0
"chr1"	28988	0	0
"chr1"	28994	0	0
"chr1"	29002	0	0
"chr1"	29011	0	0
"chr1"	29021	0	0
"chr1"	29053	0	0
"chr1"	29063	0	0
"chr1"	29074	0	0
"chr1"	29076	0	0
"chr1"	29096	0	1
"chr1"	29101	0	1
"chr1"	29112	0	1
"chr1"	29119	0	1
"chr1"	29123	0	1
"chr1"	29127	0	1
"chr1"	29137	0	3
"chr1"	29140	0	3
"chr1"	29143	0	3
"chr1"	29147	0	3
"chr1"	29158	0	3
"chr1"	29165	0	4
"chr1"	29172	0	4
"chr1"	29176	0	4
"chr1"	29178	0	4
"chr1"	29194	0	5
"chr1"	29205	0	5
"chr1"	29215	0	5
"chr1"	29221	0	5
"chr1"	29230	0	5
"chr1"	29234	0	5
"chr1"	29253	0	5
"chr1"	29267	0	6
"chr1"	29272	0	6
"chr1"	29285	0	8
"chr1"	29298	0	8
"chr1"	29300	0	8
"chr1"	29306	0	8
"chr1"	29310	0	8
"chr1"	29324	0	8
"chr1"	29329	0	8
"chr1"	29337	0	8
"chr1"	29347	0	8
"chr1"	29350	0	8
"chr1"	29353	0	8
"chr1"	29359	0	8
"chr1"	29367	0	8
"chr1"	29373	0	8
"chr1"	29389	0	8
"chr1"	29392	0	8
"chr1"	29403	0	7
"chr1"	29407	0	6
"chr1"	29409	0	5
"chr1"	29415	0	3
"chr1"	29425	0	1
"chr1"	29428	0	1
"chr1"	29431	0	1
"chr1"	29435	0	1
"chr1"	29447	0	2
"chr1"	29456	0	2
"chr1"	29460	0	3
"chr1"	29462	0	3
"chr1"	29476	0	3
"chr1"	29479	0	3
"chr1"	29484	0	3
"chr1"	29489	0	3
"chr1"	29500	0	3
"chr1"	29505	0	3
"chr1"	29510	0	3
"chr1"	29512	0	3
"chr1"	29524	0	2
"chr1"	29533	0	3
"chr1"	29542	0	3
"chr1"	29550	0	3
"chr1"	29553	0	3
"chr1"	29561	0	3
"chr1"	29572	0	4
"chr1"	29582	0	4
"chr1"	29586	0	4
"chr1"	29594	0	3
"chr1"	29604	0	3
"chr1"	29641	0	2
"chr1"	29656	0	2
"chr1"	29691	0	2
"chr1"	29700	0	2
"chr1"	29709	0	2
"chr1"	29720	0	2
"chr1"	29724	0	2
"chr1"	29731	0	1
"chr1"	29736	0	2
"chr1"	29757	0	2
"chr1"	29768	0	2
"chr1"	29789	0	2
"chr1"	29799	0	1
"chr1"	29809	0	1
"chr1"	29910	0	0
"chr1"	29927	0	0
"chr1"	29991	0	0
"chr1"	30013	0	0
"chr1"	30028	0	0
"chr1"	30095	0	0
"chr1"	30155	0	0
"chr1"	30306	0	0
"chr1"	30320	0	0
"chr1"	30400	0	0
"chr1"	30410	0	0
"chr1"	30571	0	0
"chr1"	30606	1	1
"chr1"	30635	2	2
"chr1"	30647	3	3
"chr1"	30793	7	7
"chr1"	30922	0	0
"chr1"	30984	9	10
"chr1"	31028	0	5
"chr1"	31036	4	5
"chr1"	31109	6	6
"chr1"	31443	2	2
"chr1"	31486	1	1
"chr1"	31488	1	1
"chr1"	31623	0	0
"chr1"	31650	0	0
"chr1"	31696	0	0
"chr1"	31792	0	0
"chr1"	31971	1	1
"chr1"	32105	1	1
"chr1"	32261	1	1
"chr1"	32385	1	1
"chr1"	32588	1	1
"chr1"	32646	0	0
"chr1"	32755	0	1
"chr1"	32808	4	4
"chr1"	32894	2	2
"chr1"	32925	1	2
"chr1"	33245	0	0
"chr1"	33261	0	0
"chr1"	33599	0	0
"chr1"	33732	0	0
"chr1"	34014	0	0
"chr1"	34054	0	0
"chr1"	34123	0	0
"chr1"	34244	0	0
"chr1"	34283	0	0
"chr1"	34467	0	0
"chr1"	34742	0	1
"chr1"	34770	0	1
"chr1"	34779	0	1
"chr1"	34816	0	1
"chr1"	34855	0	1
"chr1"	35081	0	0
"chr1"	35095	0	0
"chr1"	35118	0	0
"chr1"	35141	0	0
"chr1"	35171	0	0
"chr1"	35241	0	0
"chr1"	35366	3	3
"chr1"	35428	2	2
"chr1"	35647	4	4
"chr1"	35737	1	1
"chr1"	35758	0	0
"chr1"	35781	0	0
"chr1"	35835	0	0
"chr1"	36015	0	0
"chr1"	36031	0	0
"chr1"	36065	0	0
"chr1"	36073	0	0
"chr1"	36155	0	0
"chr1"	36375	0	0
"chr1"	36447	0	0
"chr1"	36458	0	0
"chr1"	36603	0	0
"chr1"	36858	0	0
"chr1"	36919	0	0
"chr1"	36923	0	0
"chr1"	36929	0	0
"chr1"	36946	0	0
"chr1"	36963	0	0
"chr1"	36981	0	0
"chr1"	36985	0	0
"chr1"	37425	0	0
"chr1"	37533	0	0
"chr1"	37690	0	0
"chr1"	37727	0	0
"chr1"	37835	0	0
"chr1"	37887	0	0
"chr1"	38019	0	0
"chr1"	38065	0	0
"chr1"	38285	0	0
"chr1"	38294	0	0
"chr1"	38323	0	0
"chr1"	38398	0	0
"chr1"	38891	0	0
"chr1"	38907	0	0
"chr1"	39069	1	1
"chr1"	39080	1	1
"chr1"	39362	13	15
"chr1"	39378	14	17
"chr1"	39578	7	7
"chr1"	39641	3	3
"chr1"	39676	0	3
"chr1"	39703	3	4
"chr1"	39734	6	6
"chr1"	39778	4	6
"chr1"	39860	5	6
"chr1"	39892	6	6
"chr1"	39966	3	3
"chr1"	40023	0	0
"chr1"	40048	0	0
"chr1"	40250	0	0
"chr1"	40316	0	0
"chr1"	40387	0	0
"chr1"	40395	0	0
"chr1"	40416	0	0
"chr1"	40705	0	0
"chr1"	41053	0	0
"chr1"	41099	0	0
"chr1"	42086	0	0
"chr1"	42444	0	0
"chr1"	42577	0	0
"chr1"	43293	0	0
"chr1"	43301	0	0
"chr1"	43326	0	0
"chr1"	43521	0	0
"chr1"	43666	0	0
"chr1"	44722	0	0
"chr1"	44787	0	0
"chr1"	44888	0	0
"chr1"	45341	0	0
"chr1"	45566	0	0
"chr1"	46104	0	0
"chr1"	46136	0	0
"chr1"	46241	1	1
"chr1"	46256	1	1
"chr1"	46332	1	1
"chr1"	46481	1	1
"chr1"	46485	1	1
"chr1"	46910	7	7
"chr1"	47176	10	13
"chr1"	47205	8	13
"chr1"	47362	4	6
"chr1"	47479	0	1
"chr1"	47868	3	4
"chr1"	48025	0	0
"chr1"	48151	12	14
"chr1"	48173	11	14
"chr1"	48179	14	14
"chr1"	48448	0	0
"chr1"	48474	0	0
"chr1"	48858	0	0
"chr1"	48947	0	0
"chr1"	49029	4	4
"chr1"	49045	5	5
"chr1"	49156	7	9
"chr1"	49271	6	9
"chr1"	49291	5	7
"chr1"	49360	2	8
"chr1"	49363	4	8
"chr1"	49404	5	6
"chr1"	49408	5	5
"chr1"	49439	2	5
"chr1"	49481	3	4
"chr1"	49491	3	4
"chr1"	49626	4	4
"chr1"	50013	0	0
"chr1"	50018	0	0
"chr1"	50368	3	3
"chr1"	50864	0	0
"chr1"	50879	0	0
"chr1"	51145	3	3
"chr1"	51187	3	4
"chr1"	51442	7	10
"chr1"	51458	8	9
"chr1"	51588	3	3
"chr1"	51592	3	3
"chr1"	51594	1	3
"chr1"	51602	3	3
"chr1"	51604	3	3
"chr1"	51632	2	3
"chr1"	51637	2	2
"chr1"	51641	2	2
"chr1"	51648	3	3
"chr1"	51662	3	3
"chr1"	51682	4	4
"chr1"	51693	4	4
"chr1"	51722	7	7
"chr1"	51726	6	7
"chr1"	51728	4	7
"chr1"	51734	7	7
"chr1"	51738	6	7
"chr1"	51744	6	7
"chr1"	51766	3	5
"chr1"	51771	4	5
"chr1"	51782	2	5
"chr1"	51789	3	5
"chr1"	51796	6	6
"chr1"	51813	5	5
"chr1"	51821	5	5
"chr1"	51827	5	5
"chr1"	51843	5	5
"chr1"	51851	5	5
"chr1"	51859	6	6
"chr1"	51935	7	9
"chr1"	51953	8	9
"chr1"	51969	6	9
"chr1"	51975	7	9
"chr1"	51978	7	10
"chr1"	52015	12	12
"chr1"	52028	13	13
"chr1"	52033	12	13
"chr1"	52053	11	13
"chr1"	52244	11	15
"chr1"	52365	6	8
"chr1"	52474	4	5
"chr1"	52755	11	12
"chr1"	53101	3	3
"chr1"	53108	4	4
"chr1"	53312	1	3
"chr1"	53834	1	1
"chr1"	53888	1	1
"chr1"	54103	3	8
"chr1"	54354	11	14
"chr1"	54489	10	16
"chr1"	54649	9	9
"chr1"	55299	7	9
"chr1"	55329	8	10
"chr1"	55815	10	11
"chr1"	55885	7	7
"chr1"	55907	5	6
"chr1"	56298	14	17
"chr1"	56305	12	18
"chr1"	56444	9	9
"chr1"	56585	4	4
"chr1"	57292	6	6
"chr1"	57691	4	5
"chr1"	58447	6	8
"chr1"	59276	7	8
"chr1"	59735	1	1
"chr1"	59761	0	0
"chr1"	60249	0	1
"chr1"	60408	0	0
"chr1"	60574	2	2
"chr1"	60726	4	4
"chr1"	61020	1	2
"chr1"	61135	1	1
"chr1"	61578	1	1
"chr1"	61625	0	3
"chr1"	61803	7	8
"chr1"	61901	4	7
"chr1"	61922	7	8
"chr1"	61930	5	8
"chr1"	61947	5	7
"chr1"	61954	6	7
"chr1"	62082	6	7
"chr1"	62096	7	7
"chr1"	62112	7	7
"chr1"	62140	8	8
"chr1"	62156	7	7
"chr1"	62277	4	4
"chr1"	62420	8	10
"chr1"	62484	8	8
"chr1"	62870	8	9
"chr1"	62904	10	11
"chr1"	63148	6	7
"chr1"	63197	5	9
"chr1"	63322	10	10
"chr1"	63495	9	9
"chr1"	63568	7	8
"chr1"	63627	9	10
"chr1"	63667	9	10
"chr1"	63670	8	10
"chr1"	63683	6	7
"chr1"	63722	7	8
"chr1"	63791	8	8
"chr1"	63880	10	10
"chr1"	63965	6	7
"chr1"	63967	6	6
"chr1"	64495	4	4
"chr1"	64563	7	8
"chr1"	64764	8	8
"chr1"	64900	6	8
"chr1"	65120	2	2
"chr1"	65166	0	0
"chr1"	65810	2	2
"chr1"	65892	3	3
"chr1"	66900	2	3
"chr1"	66993	1	1
"chr1"	67183	2	2
"chr1"	67223	1	2
"chr1"	67509	1	1
"chr1"	68056	1	1
"chr1"	68122	1	1
"chr1"	68239	1	2
"chr1"	68246	2	2
"chr1"	68849	0	0
"chr1"	68889	0	0
"chr1"	69071	0	0
"chr1"	69080	0	0
"chr1"	69183	0	0
"chr1"	69334	1	1
"chr1"	69486	2	2
"chr1"	69495	1	1
"chr1"	69536	2	3
"chr1"	69551	3	4
"chr1"	69558	3	4
"chr1"	69591	3	4
"chr1"	69751	2	2
"chr1"	69767	1	2
"chr1"	69956	2	2
"chr1"	70477	0	0
"chr1"	70603	0	0
"chr1"	70665	0	0
"chr1"	70805	0	0
"chr1"	70917	0	0
"chr1"	71679	0	0
"chr1"	71962	2	2
"chr1"	72310	3	3
"chr1"	72339	3	4
"chr1"	72421	1	2
"chr1"	72454	2	3
"chr1"	72659	0	0
"chr1"	72766	1	1
"chr1"	72861	0	1
"chr1"	73228	3	6
"chr1"	73529	2	2
"chr1"	73549	3	3
"chr1"	73934	2	2
"chr1"	73951	0	0
"chr1"	74091	5	5
"chr1"	74114	5	5
"chr1"	74294	7	9
"chr1"	74307	9	9
"chr1"	74398	7	9
"chr1"	74415	7	8
"chr1"	74672	4	6
"chr1"	74902	5	7
"chr1"	74953	7	7
"chr1"	75130	5	7
"chr1"	75344	0	1
"chr1"	75425	0	0
"chr1"	75570	3	4
"chr1"	75802	3	4
"chr1"	76024	4	8
"chr1"	76132	7	11
"chr1"	76308	8	9
"chr1"	76330	11	11
"chr1"	76422	2	5
"chr1"	76600	4	5
"chr1"	76692	3	3
"chr1"	76884	3	3
"chr1"	76896	3	3
"chr1"	76900	2	2
"chr1"	76945	1	1
"chr1"	76981	1	1
"chr1"	76995	1	1
"chr1"	77035	1	1
"chr1"	77089	0	0
"chr1"	77129	0	0
"chr1"	77244	0	0
"chr1"	77461	2	2
"chr1"	77670	3	4
"chr1"	77773	2	2
"chr1"	77960	0	0
"chr1"	77985	1	1
"chr1"	78701	1	1
"chr1"	78894	5	5
"chr1"	79049	0	0
"chr1"	79077	3	5
"chr1"	79401	3	6
"chr1"	79417	3	5
"chr1"	79472	3	3
"chr1"	79787	1	4
"chr1"	79806	4	5
"chr1"	79878	2	7
"chr1"	80053	3	8
"chr1"	80808	2	2
"chr1"	80820	2	2
"chr1"	80848	3	3
"chr1"	80857	3	3
"chr1"	80909	0	3
"chr1"	80951	1	1
"chr1"	80973	2	2
"chr1"	81012	2	2
"chr1"	81031	3	3
"chr1"	81037	3	3
"chr1"	81105	5	6
"chr1"	81179	3	4
"chr1"	81317	5	5
"chr1"	81423	1	2
"chr1"	81602	4	5
"chr1"	81645	2	2
"chr1"	82162	1	2
"chr1"	82281	7	9
"chr1"	82399	2	4
"chr1"	82570	9	9
"chr1"	82715	11	12
"chr1"	83483	4	4
"chr1"	83514	3	6
"chr1"	83516	5	6
"chr1"	83603	3	5
"chr1"	83605	3	5
"chr1"	84544	1	2
"chr1"	85011	3	3
"chr1"	85406	1	1
"chr1"	85528	1	1
"chr1"	85941	9	10
"chr1"	86191	1	3
"chr1"	86686	0	0
"chr1"	86875	0	3
"chr1"	86920	4	5
"chr1"	86941	5	5
"chr1"	87256	6	8
"chr1"	87302	7	10
"chr1"	87351	8	8
"chr1"	87360	7	8
"chr1"	87365	6	8
"chr1"	87409	6	8
"chr1"	87701	6	6
"chr1"	87723	5	6
"chr1"	87754	5	5
"chr1"	88080	7	7
"chr1"	88171	0	3
"chr1"	88204	6	6
"chr1"	88315	0	8
"chr1"	88361	5	5
"chr1"	88386	4	4
"chr1"	88388	4	4
"chr1"	88456	2	2
"chr1"	88487	4	4
"chr1"	88491	3	3
"chr1"	88511	3	3
"chr1"	88518	3	3
"chr1"	88560	3	3
"chr1"	88575	3	3
"chr1"	88687	4	4
"chr1"	88696	4	4
"chr1"	88705	4	4
"chr1"	88762	3	3
"chr1"	88767	2	2
"chr1"	88811	1	1
"chr1"	88833	0	0
"chr1"	88851	0	0
"chr1"	88882	1	1
"chr1"	88904	3	3
"chr1"	88909	3	3
"chr1"	88922	3	3
"chr1"	88970	3	4
"chr1"	89213	4	5
"chr1"	89359	4	5
"chr1"	89518	8	10
"chr1"	89566	9	10
"chr1"	89705	12	14
"chr1"	90032	6	8
"chr1"	90457	1	1
"chr1"	90537	1	1
"chr1"	90728	1	1
"chr1"	90766	1	1
"chr1"	90780	1	1
"chr1"	90855	3	3
"chr1"	90930	3	3
"chr1"	90968	2	2
"chr1"	90973	2	2
"chr1"	91003	1	1
"chr1"	91018	1	1
"chr1"	91029	1	1
"chr1"	91059	1	2
"chr1"	91119	0	1
"chr1"	91159	1	2
"chr1"	91189	1	1
"chr1"	91233	0	1
"chr1"	91267	1	1
"chr1"	91458	1	3
"chr1"	91472	0	1
"chr1"	91550	1	7
"chr1"	91580	0	7
"chr1"	91684	2	7
"chr1"	91836	6	7
"chr1"	91862	6	7
"chr1"	91948	3	3
"chr1"	92001	4	5
"chr1"	92122	0	0
"chr1"	92146	0	0
"chr1"	92163	0	0
"chr1"	92392	4	4
"chr1"	92741	8	11
"chr1"	92763	11	12
"chr1"	92977	3	5
"chr1"	93097	7	7
"chr1"	93153	5	6
"chr1"	93248	6	6
"chr1"	93301	6	6
"chr1"	93392	2	2
"chr1"	93726	0	0
"chr1"	93757	0	0
"chr1"	93788	0	0
"chr1"	93819	0	0
"chr1"	93836	0	0
"chr1"	94018	3	3
"chr1"	94107	3	3
"chr1"	94118	3	3
"chr1"	94238	4	4
"chr1"	94259	3	3
"chr1"	94269	3	3
"chr1"	94295	2	3
"chr1"	94317	2	2
"chr1"	94386	1	1
"chr1"	94476	1	1
"chr1"	94860	2	2
"chr1"	94930	2	2
"chr1"	94986	3	3
"chr1"	95073	3	3
"chr1"	95430	3	4
"chr1"	95454	2	3
"chr1"	95610	7	8
