"chromosome"	"CpG_position"	"M_counts"	"Total_counts"
"chr1"	18213	0	0
"chr1"	18353	7	7
"chr1"	18511	8	8
"chr1"	18564	10	11
"chr1"	18575	10	10
"chr1"	18732	0	0
"chr1"	18768	0	0
"chr1"	18775	0	0
"chr1"	18810	0	0
"chr1"	18827	0	0
"chr1"	18854	0	0
"chr1"	18873	0	0
"chr1"	18880	0	0
"chr1"	18887	0	0
"chr1"	18934	0	0
"chr1"	19015	1	1
"chr1"	19056	1	1
"chr1"	19121	1	1
"chr1"	19132	1	1
"chr1"	19160	1	1
"chr1"	19189	1	1
"chr1"	19248	1	1
"chr1"	19273	0	0
"chr1"	19279	0	0
"chr1"	19283	0	0
"chr1"	19298	0	0
"chr1"	19320	0	0
"chr1"	19322	0	0
"chr1"	19390	1	1
"chr1"	19392	1	1
"chr1"	19508	1	1
"chr1"	19539	1	1
"chr1"	19590	3	3
"chr1"	19683	2	2
"chr1"	19772	2	2
"chr1"	19788	1	2
"chr1"	19888	4	8
"chr1"	19910	4	8
"chr1"	19917	4	8
"chr1"	19941	6	10
"chr1"	20044	13	15
"chr1"	20127	17	20
"chr1"	20129	12	21
"chr1"	20156	17	21
"chr1"	20206	23	33
"chr1"	20234	21	32
"chr1"	20253	21	31
"chr1"	20387	11	19
"chr1"	20480	10	13
"chr1"	20590	10	10
"chr1"	20700	7	7
"chr1"	20741	5	5
"chr1"	20784	2	2
"chr1"	20967	1	1
"chr1"	20983	1	1
"chr1"	21002	1	1
"chr1"	21024	0	1
"chr1"	21066	0	0
"chr1"	21093	0	0
"chr1"	21120	0	0
"chr1"	21139	0	0
"chr1"	21198	0	0
"chr1"	21223	1	1
"chr1"	21252	0	1
"chr1"	21279	1	1
"chr1"	21282	1	1
"chr1"	21350	1	1
"chr1"	21419	1	1
"chr1"	21424	1	1
"chr1"	21502	1	1
"chr1"	21538	0	0
"chr1"	21608	0	0
"chr1"	21616	0	0
"chr1"	21686	0	0
"chr1"	21709	0	0
"chr1"	21736	0	0
"chr1"	21788	0	0
"chr1"	21795	0	0
"chr1"	21797	0	0
"chr1"	21817	0	0
"chr1"	21948	0	0
"chr1"	22025	0	0
"chr1"	22246	3	3
"chr1"	22349	2	3
"chr1"	22410	1	1
"chr1"	22428	1	1
"chr1"	22462	0	0
"chr1"	22464	0	0
"chr1"	22494	0	0
"chr1"	22568	0	0
"chr1"	22674	0	0
"chr1"	22712	0	0
"chr1"	22825	0	0
"chr1"	22839	0	0
"chr1"	22864	0	0
"chr1"	22898	0	0
"chr1"	23002	1	1
"chr1"	23097	1	1
"chr1"	23255	2	2
"chr1"	23398	0	0
"chr1"	23408	0	0
"chr1"	23507	0	0
"chr1"	23548	0	0
"chr1"	23680	3	3
"chr1"	23779	3	3
"chr1"	23822	3	3
"chr1"	23843	3	3
"chr1"	23974	0	0
"chr1"	24017	0	0
"chr1"	24073	0	0
"chr1"	24171	0	0
"chr1"	24226	0	0
"chr1"	24341	0	0
"chr1"	24372	0	0
"chr1"	24412	0	0
"chr1"	24451	0	0
"chr1"	24554	0	0
"chr1"	24638	0	0
"chr1"	24785	1	1
"chr1"	24799	1	1
"chr1"	24810	1	1
"chr1"	24813	1	1
"chr1"	24838	1	1
"chr1"	24900	1	1
"chr1"	24906	1	1
"chr1"	24911	1	1
"chr1"	24926	1	1
"chr1"	24933	0	0
"chr1"	24938	0	0
"chr1"	24957	0	0
"chr1"	25059	1	1
"chr1"	25115	1	1
"chr1"	25381	0	0
"chr1"	25912	0	0
"chr1"	25933	0	0
"chr1"	25974	1	1
"chr1"	26013	1	2
"chr1"	26061	0	2
"chr1"	26481	0	0
"chr1"	26532	0	0
"chr1"	26633	0	0
"chr1"	26790	0	0
"chr1"	26794	0	0
"chr1"	26798	0	0
"chr1"	26803	0	0
"chr1"	26810	0	0
"chr1"	26837	0	0
"chr1"	26862	0	0
"chr1"	26870	0	0
"chr1"	26932	0	0
"chr1"	26957	0	0
"chr1"	26964	0	0
"chr1"	27026	0	0
"chr1"	27028	0	0
"chr1"	27053	0	0
"chr1"	27139	0	0
"chr1"	27145	0	0
"chr1"	27441	0	0
"chr1"	27574	0	0
"chr1"	27670	0	0
"chr1"	27760	1	1
"chr1"	27969	6	7
"chr1"	28167	5	5
"chr1"	28189	4	5
"chr1"	28347	6	6
"chr1"	28409	5	5
"chr1"	28433	2	6
"chr1"	28512	1	3
"chr1"	28660	0	0
"chr1"	28677	0	0
"chr1"	28692	0	0
"chr1"	28705	0	0
"chr1"	28736	0	0
"chr1"	28750	0	0
"chr1"	28752	0	0
"chr1"	28765	0	0
"chr1"	28774	0	0
"chr1"	28793	0	0
"chr1"	28808	0	0
"chr1"	28825	0	0
"chr1"	28840	0	0
"chr1"	28852	0	0
"chr1"	28863	0	0
"chr1"	28865	0	0
"chr1"	28891	0	0
"chr1"	28908	0	0
"chr1"	28912	0	1
"chr1"	28925	0	1
"chr1"	28934	0	1
"chr1"	28936	0	1
"chr1"	28938	0	1
"chr1"	28955	0	1
"chr1"	28964	0	1
"chr1"	28972	0	1
"chr1"	28988	0	1
"chr1"	28994	0	1
"chr1"	29002	0	1
"chr1"	29011	0	1
"chr1"	29021	0	1
"chr1"	29053	0	1
"chr1"	29063	0	0
"chr1"	29074	0	0
"chr1"	29076	0	0
"chr1"	29096	0	1
"chr1"	29101	0	1
"chr1"	29112	0	1
"chr1"	29119	0	1
"chr1"	29123	0	1
"chr1"	29127	0	1
"chr1"	29137	0	1
"chr1"	29140	0	1
"chr1"	29143	0	1
"chr1"	29147	0	1
"chr1"	29158	0	1
"chr1"	29165	0	1
"chr1"	29172	0	1
"chr1"	29176	0	1
"chr1"	29178	0	1
"chr1"	29194	0	1
"chr1"	29205	0	2
"chr1"	29215	0	2
"chr1"	29221	0	2
"chr1"	29230	0	1
"chr1"	29234	0	1
"chr1"	29253	0	1
"chr1"	29267	0	1
"chr1"	29272	0	2
"chr1"	29285	0	2
"chr1"	29298	0	5
"chr1"	29300	0	5
"chr1"	29306	0	5
"chr1"	29310	0	5
"chr1"	29324	0	5
"chr1"	29329	0	5
"chr1"	29337	0	5
"chr1"	29347	0	4
"chr1"	29350	0	4
"chr1"	29353	0	4
"chr1"	29359	0	4
"chr1"	29367	0	4
"chr1"	29373	0	4
"chr1"	29389	0	4
"chr1"	29392	0	4
"chr1"	29403	0	4
"chr1"	29407	0	4
"chr1"	29409	0	4
"chr1"	29415	0	4
"chr1"	29425	0	3
"chr1"	29428	0	3
"chr1"	29431	0	3
"chr1"	29435	0	3
"chr1"	29447	0	1
"chr1"	29456	0	2
"chr1"	29460	0	2
"chr1"	29462	0	2
"chr1"	29476	0	2
"chr1"	29479	0	2
"chr1"	29484	0	2
"chr1"	29489	0	2
"chr1"	29500	0	3
"chr1"	29505	0	3
"chr1"	29510	0	3
"chr1"	29512	0	3
"chr1"	29524	0	3
"chr1"	29533	0	3
"chr1"	29542	0	3
"chr1"	29550	0	2
"chr1"	29553	0	2
"chr1"	29561	0	2
"chr1"	29572	0	2
"chr1"	29582	0	2
"chr1"	29586	0	2
"chr1"	29594	0	2
"chr1"	29604	0	2
"chr1"	29641	0	1
"chr1"	29656	0	0
"chr1"	29691	0	0
"chr1"	29700	0	0
"chr1"	29709	0	0
"chr1"	29720	0	0
"chr1"	29724	0	0
"chr1"	29731	0	0
"chr1"	29736	0	0
"chr1"	29757	0	0
"chr1"	29768	0	0
"chr1"	29789	0	0
"chr1"	29799	0	0
"chr1"	29809	0	0
"chr1"	29910	0	0
"chr1"	29927	0	0
"chr1"	29991	0	0
"chr1"	30013	0	0
"chr1"	30028	0	0
"chr1"	30095	0	0
"chr1"	30155	0	0
"chr1"	30306	0	0
"chr1"	30320	0	0
"chr1"	30400	0	0
"chr1"	30410	0	0
"chr1"	30571	1	1
"chr1"	30606	2	2
"chr1"	30635	2	2
"chr1"	30647	2	2
"chr1"	30793	6	6
"chr1"	30922	0	2
"chr1"	30984	7	8
"chr1"	31028	4	8
"chr1"	31036	8	8
"chr1"	31109	12	12
"chr1"	31443	2	2
"chr1"	31486	0	0
"chr1"	31488	0	0
"chr1"	31623	0	0
"chr1"	31650	0	0
"chr1"	31696	0	0
"chr1"	31792	0	0
"chr1"	31971	0	0
"chr1"	32105	0	0
"chr1"	32261	0	0
"chr1"	32385	0	0
"chr1"	32588	1	1
"chr1"	32646	1	1
"chr1"	32755	2	3
"chr1"	32808	2	2
"chr1"	32894	0	0
"chr1"	32925	1	1
"chr1"	33245	0	0
"chr1"	33261	0	0
"chr1"	33599	0	0
"chr1"	33732	0	0
"chr1"	34014	0	0
"chr1"	34054	0	0
"chr1"	34123	0	0
"chr1"	34244	0	0
"chr1"	34283	0	0
"chr1"	34467	0	0
"chr1"	34742	2	2
"chr1"	34770	1	2
"chr1"	34779	2	2
"chr1"	34816	0	0
"chr1"	34855	0	1
"chr1"	35081	0	0
"chr1"	35095	0	0
"chr1"	35118	0	0
"chr1"	35141	0	0
"chr1"	35171	0	0
"chr1"	35241	1	1
"chr1"	35366	0	0
"chr1"	35428	2	2
"chr1"	35647	1	1
"chr1"	35737	2	2
"chr1"	35758	2	2
"chr1"	35781	2	2
"chr1"	35835	0	0
"chr1"	36015	0	0
"chr1"	36031	0	0
"chr1"	36065	0	0
"chr1"	36073	0	0
"chr1"	36155	0	0
"chr1"	36375	0	0
"chr1"	36447	0	0
"chr1"	36458	0	0
"chr1"	36603	0	0
"chr1"	36858	0	0
"chr1"	36919	0	0
"chr1"	36923	0	0
"chr1"	36929	0	0
"chr1"	36946	0	0
"chr1"	36963	0	0
"chr1"	36981	0	0
"chr1"	36985	0	0
"chr1"	37425	0	0
"chr1"	37533	0	0
"chr1"	37690	0	0
"chr1"	37727	0	0
"chr1"	37835	0	0
"chr1"	37887	0	0
"chr1"	38019	0	0
"chr1"	38065	0	0
"chr1"	38285	0	0
"chr1"	38294	0	0
"chr1"	38323	0	0
"chr1"	38398	0	0
"chr1"	38891	0	0
"chr1"	38907	0	0
"chr1"	39069	0	1
"chr1"	39080	1	1
"chr1"	39362	8	10
"chr1"	39378	9	11
"chr1"	39578	4	5
"chr1"	39641	1	2
"chr1"	39676	0	0
"chr1"	39703	0	0
"chr1"	39734	0	0
"chr1"	39778	0	1
"chr1"	39860	5	8
"chr1"	39892	7	8
"chr1"	39966	6	7
"chr1"	40023	6	6
"chr1"	40048	6	6
"chr1"	40250	0	0
"chr1"	40316	0	0
"chr1"	40387	0	0
"chr1"	40395	0	0
"chr1"	40416	0	0
"chr1"	40705	0	0
"chr1"	41053	0	0
"chr1"	41099	0	0
"chr1"	42086	0	0
"chr1"	42444	0	0
"chr1"	42577	0	0
"chr1"	43293	0	0
"chr1"	43301	0	0
"chr1"	43326	0	0
"chr1"	43521	0	0
"chr1"	43666	0	0
"chr1"	44722	0	0
"chr1"	44787	0	0
"chr1"	44888	0	0
"chr1"	45341	0	0
"chr1"	45566	0	0
"chr1"	46104	0	0
"chr1"	46136	0	0
"chr1"	46241	0	0
"chr1"	46256	0	0
"chr1"	46332	1	1
"chr1"	46481	3	3
"chr1"	46485	3	4
"chr1"	46910	7	7
"chr1"	47176	11	15
"chr1"	47205	9	13
"chr1"	47362	11	13
"chr1"	47479	7	9
"chr1"	47868	2	2
"chr1"	48025	6	6
"chr1"	48151	11	12
"chr1"	48173	12	12
"chr1"	48179	10	12
"chr1"	48448	0	0
"chr1"	48474	0	0
"chr1"	48858	0	0
"chr1"	48947	0	0
"chr1"	49029	5	5
"chr1"	49045	6	6
"chr1"	49156	11	11
"chr1"	49271	17	18
"chr1"	49291	19	19
"chr1"	49360	9	13
"chr1"	49363	12	14
"chr1"	49404	9	11
"chr1"	49408	11	12
"chr1"	49439	8	13
"chr1"	49481	11	14
"chr1"	49491	14	14
"chr1"	49626	6	8
"chr1"	50013	0	0
"chr1"	50018	0	0
"chr1"	50368	2	2
"chr1"	50864	0	0
"chr1"	50879	0	0
"chr1"	51145	1	1
"chr1"	51187	1	1
"chr1"	51442	15	16
"chr1"	51458	16	17
"chr1"	51588	9	9
"chr1"	51592	9	9
"chr1"	51594	8	9
"chr1"	51602	9	9
"chr1"	51604	8	9
"chr1"	51632	8	9
"chr1"	51637	8	8
"chr1"	51641	8	8
"chr1"	51648	8	8
"chr1"	51662	8	8
"chr1"	51682	6	9
"chr1"	51693	7	7
"chr1"	51722	3	3
"chr1"	51726	3	3
"chr1"	51728	2	3
"chr1"	51734	2	3
"chr1"	51738	3	3
"chr1"	51744	3	3
"chr1"	51766	2	3
"chr1"	51771	2	3
"chr1"	51782	3	3
"chr1"	51789	3	3
"chr1"	51796	2	3
"chr1"	51813	3	3
"chr1"	51821	3	3
"chr1"	51827	3	3
"chr1"	51843	1	2
"chr1"	51851	2	2
"chr1"	51859	3	3
"chr1"	51935	5	6
"chr1"	51953	3	6
"chr1"	51969	6	7
"chr1"	51975	5	7
"chr1"	51978	7	7
"chr1"	52015	5	5
"chr1"	52028	5	5
"chr1"	52033	5	5
"chr1"	52053	7	10
"chr1"	52244	6	7
"chr1"	52365	7	7
"chr1"	52474	5	6
"chr1"	52755	26	27
"chr1"	53101	13	13
"chr1"	53108	12	14
"chr1"	53312	8	8
"chr1"	53834	2	2
"chr1"	53888	2	3
"chr1"	54103	4	5
"chr1"	54354	9	9
"chr1"	54489	6	10
"chr1"	54649	11	12
"chr1"	55299	15	16
"chr1"	55329	20	21
"chr1"	55815	15	18
"chr1"	55885	15	15
"chr1"	55907	12	12
"chr1"	56298	16	19
"chr1"	56305	15	18
"chr1"	56444	17	17
"chr1"	56585	22	23
"chr1"	57292	10	11
"chr1"	57691	3	3
"chr1"	58447	9	11
"chr1"	59276	14	17
"chr1"	59735	2	2
"chr1"	59761	1	1
"chr1"	60249	4	4
"chr1"	60408	3	4
"chr1"	60574	5	5
"chr1"	60726	9	9
"chr1"	61020	7	9
"chr1"	61135	4	5
"chr1"	61578	4	7
"chr1"	61625	7	10
"chr1"	61803	17	19
"chr1"	61901	12	13
"chr1"	61922	15	16
"chr1"	61930	16	16
"chr1"	61947	14	15
"chr1"	61954	15	17
"chr1"	62082	11	14
"chr1"	62096	13	15
"chr1"	62112	12	12
"chr1"	62140	15	15
"chr1"	62156	17	17
"chr1"	62277	11	11
"chr1"	62420	15	17
"chr1"	62484	15	15
"chr1"	62870	23	25
"chr1"	62904	19	21
"chr1"	63148	22	22
"chr1"	63197	16	18
"chr1"	63322	13	13
"chr1"	63495	17	17
"chr1"	63568	3	7
"chr1"	63627	10	11
"chr1"	63667	9	11
"chr1"	63670	7	11
"chr1"	63683	9	9
"chr1"	63722	3	3
"chr1"	63791	2	2
"chr1"	63880	6	6
"chr1"	63965	4	4
"chr1"	63967	4	4
"chr1"	64495	7	10
"chr1"	64563	9	10
"chr1"	64764	28	29
"chr1"	64900	32	36
"chr1"	65120	10	10
"chr1"	65166	8	8
"chr1"	65810	8	8
"chr1"	65892	5	5
"chr1"	66900	11	12
"chr1"	66993	6	9
"chr1"	67183	10	10
"chr1"	67223	7	10
"chr1"	67509	6	6
"chr1"	68056	2	2
"chr1"	68122	4	4
"chr1"	68239	15	17
"chr1"	68246	16	17
"chr1"	68849	0	0
"chr1"	68889	0	0
"chr1"	69071	0	0
"chr1"	69080	0	0
"chr1"	69183	0	0
"chr1"	69334	1	1
"chr1"	69486	6	6
"chr1"	69495	6	6
"chr1"	69536	5	6
"chr1"	69551	5	5
"chr1"	69558	6	6
"chr1"	69591	1	3
"chr1"	69751	2	2
"chr1"	69767	2	2
"chr1"	69956	1	1
"chr1"	70477	5	5
"chr1"	70603	4	7
"chr1"	70665	5	10
"chr1"	70805	5	6
"chr1"	70917	1	2
"chr1"	71679	0	0
"chr1"	71962	3	3
"chr1"	72310	4	8
"chr1"	72339	6	8
"chr1"	72421	8	8
"chr1"	72454	10	10
"chr1"	72659	11	11
"chr1"	72766	2	6
"chr1"	72861	2	3
"chr1"	73228	9	16
"chr1"	73529	6	6
"chr1"	73549	4	4
"chr1"	73934	2	3
"chr1"	73951	2	4
"chr1"	74091	5	5
"chr1"	74114	5	6
"chr1"	74294	6	7
"chr1"	74307	6	6
"chr1"	74398	8	8
"chr1"	74415	6	7
"chr1"	74672	9	10
"chr1"	74902	16	16
"chr1"	74953	21	21
"chr1"	75130	11	11
"chr1"	75344	3	3
"chr1"	75425	4	4
"chr1"	75570	4	4
"chr1"	75802	8	11
"chr1"	76024	13	16
"chr1"	76132	17	21
"chr1"	76308	21	24
"chr1"	76330	25	26
"chr1"	76422	12	14
"chr1"	76600	12	17
"chr1"	76692	11	12
"chr1"	76884	7	7
"chr1"	76896	5	6
"chr1"	76900	6	6
"chr1"	76945	4	4
"chr1"	76981	3	3
"chr1"	76995	2	2
"chr1"	77035	1	1
"chr1"	77089	0	0
"chr1"	77129	0	0
"chr1"	77244	2	2
"chr1"	77461	9	11
"chr1"	77670	13	14
"chr1"	77773	12	12
"chr1"	77960	10	10
"chr1"	77985	8	8
"chr1"	78701	1	2
"chr1"	78894	5	6
"chr1"	79049	0	0
"chr1"	79077	5	5
"chr1"	79401	6	9
"chr1"	79417	5	8
"chr1"	79472	11	11
"chr1"	79787	9	18
"chr1"	79806	14	19
"chr1"	79878	15	16
"chr1"	80053	6	6
"chr1"	80808	3	3
"chr1"	80820	4	4
"chr1"	80848	4	4
"chr1"	80857	4	4
"chr1"	80909	4	4
"chr1"	80951	7	7
"chr1"	80973	12	12
"chr1"	81012	13	13
"chr1"	81031	12	12
"chr1"	81037	11	12
"chr1"	81105	11	11
"chr1"	81179	15	15
"chr1"	81317	9	10
"chr1"	81423	11	15
"chr1"	81602	10	11
"chr1"	81645	6	6
"chr1"	82162	5	5
"chr1"	82281	19	23
"chr1"	82399	12	15
"chr1"	82570	23	23
"chr1"	82715	15	17
"chr1"	83483	6	7
"chr1"	83514	6	6
"chr1"	83516	6	6
"chr1"	83603	5	6
"chr1"	83605	4	6
"chr1"	84544	4	5
"chr1"	85011	10	11
"chr1"	85406	13	14
"chr1"	85528	15	17
"chr1"	85941	16	19
"chr1"	86191	7	10
"chr1"	86686	4	5
"chr1"	86875	8	13
"chr1"	86920	15	17
"chr1"	86941	15	17
"chr1"	87256	21	21
"chr1"	87302	14	15
"chr1"	87351	14	14
"chr1"	87360	15	15
"chr1"	87365	14	15
"chr1"	87409	14	14
"chr1"	87701	17	17
"chr1"	87723	15	16
"chr1"	87754	17	18
"chr1"	88080	8	8
"chr1"	88171	10	10
"chr1"	88204	15	15
"chr1"	88315	13	14
"chr1"	88361	12	15
"chr1"	88386	13	14
"chr1"	88388	13	14
"chr1"	88456	14	14
"chr1"	88487	9	9
"chr1"	88491	12	12
"chr1"	88511	17	17
"chr1"	88518	17	17
"chr1"	88560	17	17
"chr1"	88575	16	16
"chr1"	88687	11	11
"chr1"	88696	10	10
"chr1"	88705	10	10
"chr1"	88762	13	15
"chr1"	88767	15	16
"chr1"	88811	13	15
"chr1"	88833	13	14
"chr1"	88851	10	11
"chr1"	88882	9	9
"chr1"	88904	6	7
"chr1"	88909	5	6
"chr1"	88922	4	4
"chr1"	88970	5	5
"chr1"	89213	8	11
"chr1"	89359	7	8
"chr1"	89518	16	18
"chr1"	89566	12	16
"chr1"	89705	13	17
"chr1"	90032	11	14
"chr1"	90457	2	2
"chr1"	90537	1	1
"chr1"	90728	5	5
"chr1"	90766	5	5
"chr1"	90780	3	4
"chr1"	90855	8	8
"chr1"	90930	12	12
"chr1"	90968	10	10
"chr1"	90973	10	10
"chr1"	91003	10	10
"chr1"	91018	11	11
"chr1"	91029	10	10
"chr1"	91059	9	10
"chr1"	91119	11	12
"chr1"	91159	3	12
"chr1"	91189	8	11
"chr1"	91233	3	11
"chr1"	91267	4	9
"chr1"	91458	0	5
"chr1"	91472	2	4
"chr1"	91550	3	11
"chr1"	91580	1	11
"chr1"	91684	4	7
"chr1"	91836	4	4
"chr1"	91862	3	3
"chr1"	91948	3	3
"chr1"	92001	3	3
"chr1"	92122	0	0
"chr1"	92146	0	0
"chr1"	92163	0	0
"chr1"	92392	2	2
"chr1"	92741	9	11
"chr1"	92763	15	16
"chr1"	92977	12	13
"chr1"	93097	6	9
"chr1"	93153	13	14
"chr1"	93248	17	18
"chr1"	93301	13	14
"chr1"	93392	10	12
"chr1"	93726	2	2
"chr1"	93757	0	3
"chr1"	93788	3	3
"chr1"	93819	3	3
"chr1"	93836	3	3
"chr1"	94018	10	10
"chr1"	94107	6	7
"chr1"	94118	6	7
"chr1"	94238	5	6
"chr1"	94259	7	7
"chr1"	94269	7	7
"chr1"	94295	5	6
"chr1"	94317	5	6
"chr1"	94386	2	4
"chr1"	94476	6	6
"chr1"	94860	7	7
"chr1"	94930	7	8
"chr1"	94986	9	10
"chr1"	95073	11	12
"chr1"	95430	3	3
"chr1"	95454	3	3
"chr1"	95610	2	4
