"chromosome"	"CpG_position"	"M_counts"	"Total_counts"
"chr1"	18213	1	1
"chr1"	18353	5	5
"chr1"	18511	9	10
"chr1"	18564	11	11
"chr1"	18575	11	11
"chr1"	18732	0	0
"chr1"	18768	0	0
"chr1"	18775	0	0
"chr1"	18810	0	0
"chr1"	18827	0	0
"chr1"	18854	0	0
"chr1"	18873	0	0
"chr1"	18880	0	0
"chr1"	18887	0	0
"chr1"	18934	1	1
"chr1"	19015	4	4
"chr1"	19056	5	6
"chr1"	19121	6	6
"chr1"	19132	4	5
"chr1"	19160	6	6
"chr1"	19189	8	8
"chr1"	19248	9	9
"chr1"	19273	10	10
"chr1"	19279	9	9
"chr1"	19283	7	9
"chr1"	19298	9	9
"chr1"	19320	6	6
"chr1"	19322	6	6
"chr1"	19390	7	7
"chr1"	19392	7	7
"chr1"	19508	6	6
"chr1"	19539	4	4
"chr1"	19590	7	7
"chr1"	19683	9	9
"chr1"	19772	4	4
"chr1"	19788	4	5
"chr1"	19888	8	9
"chr1"	19910	9	11
"chr1"	19917	10	11
"chr1"	19941	9	10
"chr1"	20044	12	16
"chr1"	20127	24	29
"chr1"	20129	18	30
"chr1"	20156	21	29
"chr1"	20206	23	33
"chr1"	20234	21	30
"chr1"	20253	15	26
"chr1"	20387	6	14
"chr1"	20480	9	12
"chr1"	20590	17	18
"chr1"	20700	11	11
"chr1"	20741	10	10
"chr1"	20784	10	10
"chr1"	20967	1	1
"chr1"	20983	1	1
"chr1"	21002	0	1
"chr1"	21024	0	0
"chr1"	21066	0	0
"chr1"	21093	0	0
"chr1"	21120	0	0
"chr1"	21139	0	0
"chr1"	21198	3	3
"chr1"	21223	3	4
"chr1"	21252	4	5
"chr1"	21279	4	5
"chr1"	21282	4	5
"chr1"	21350	5	5
"chr1"	21419	5	5
"chr1"	21424	3	3
"chr1"	21502	1	1
"chr1"	21538	1	1
"chr1"	21608	0	0
"chr1"	21616	0	0
"chr1"	21686	0	0
"chr1"	21709	0	0
"chr1"	21736	0	0
"chr1"	21788	0	0
"chr1"	21795	0	0
"chr1"	21797	0	0
"chr1"	21817	0	0
"chr1"	21948	0	0
"chr1"	22025	1	1
"chr1"	22246	1	1
"chr1"	22349	0	0
"chr1"	22410	0	0
"chr1"	22428	0	0
"chr1"	22462	0	0
"chr1"	22464	0	0
"chr1"	22494	0	0
"chr1"	22568	0	0
"chr1"	22674	0	0
"chr1"	22712	0	0
"chr1"	22825	0	0
"chr1"	22839	0	0
"chr1"	22864	0	0
"chr1"	22898	0	0
"chr1"	23002	1	1
"chr1"	23097	1	1
"chr1"	23255	0	0
"chr1"	23398	0	0
"chr1"	23408	0	0
"chr1"	23507	0	0
"chr1"	23548	0	0
"chr1"	23680	0	0
"chr1"	23779	0	0
"chr1"	23822	0	0
"chr1"	23843	0	0
"chr1"	23974	0	0
"chr1"	24017	0	0
"chr1"	24073	0	0
"chr1"	24171	0	0
"chr1"	24226	0	0
"chr1"	24341	0	0
"chr1"	24372	0	0
"chr1"	24412	0	0
"chr1"	24451	0	0
"chr1"	24554	0	0
"chr1"	24638	0	0
"chr1"	24785	0	0
"chr1"	24799	0	0
"chr1"	24810	0	0
"chr1"	24813	0	0
"chr1"	24838	1	1
"chr1"	24900	0	1
"chr1"	24906	1	1
"chr1"	24911	0	1
"chr1"	24926	0	1
"chr1"	24933	1	1
"chr1"	24938	1	1
"chr1"	24957	0	1
"chr1"	25059	1	1
"chr1"	25115	1	1
"chr1"	25381	0	0
"chr1"	25912	5	5
"chr1"	25933	5	5
"chr1"	25974	3	3
"chr1"	26013	4	4
"chr1"	26061	3	3
"chr1"	26481	0	0
"chr1"	26532	0	0
"chr1"	26633	0	0
"chr1"	26790	0	0
"chr1"	26794	0	0
"chr1"	26798	0	0
"chr1"	26803	0	0
"chr1"	26810	0	0
"chr1"	26837	0	0
"chr1"	26862	0	0
"chr1"	26870	0	0
"chr1"	26932	0	0
"chr1"	26957	0	0
"chr1"	26964	0	0
"chr1"	27026	0	0
"chr1"	27028	0	0
"chr1"	27053	0	0
"chr1"	27139	1	1
"chr1"	27145	1	1
"chr1"	27441	1	1
"chr1"	27574	0	0
"chr1"	27670	0	0
"chr1"	27760	0	0
"chr1"	27969	2	2
"chr1"	28167	1	2
"chr1"	28189	1	1
"chr1"	28347	1	4
"chr1"	28409	2	2
"chr1"	28433	1	2
"chr1"	28512	0	1
"chr1"	28660	0	0
"chr1"	28677	0	0
"chr1"	28692	0	0
"chr1"	28705	0	0
"chr1"	28736	0	0
"chr1"	28750	0	0
"chr1"	28752	0	0
"chr1"	28765	0	0
"chr1"	28774	0	0
"chr1"	28793	0	0
"chr1"	28808	0	0
"chr1"	28825	0	0
"chr1"	28840	0	0
"chr1"	28852	0	0
"chr1"	28863	0	0
"chr1"	28865	0	0
"chr1"	28891	0	0
"chr1"	28908	0	0
"chr1"	28912	0	0
"chr1"	28925	0	0
"chr1"	28934	0	0
"chr1"	28936	0	0
"chr1"	28938	0	0
"chr1"	28955	0	0
"chr1"	28964	0	0
"chr1"	28972	0	0
"chr1"	28988	0	0
"chr1"	28994	0	0
"chr1"	29002	0	0
"chr1"	29011	0	0
"chr1"	29021	0	0
"chr1"	29053	0	0
"chr1"	29063	0	0
"chr1"	29074	0	0
"chr1"	29076	0	0
"chr1"	29096	0	0
"chr1"	29101	0	0
"chr1"	29112	0	0
"chr1"	29119	0	0
"chr1"	29123	0	0
"chr1"	29127	0	0
"chr1"	29137	0	0
"chr1"	29140	0	1
"chr1"	29143	0	1
"chr1"	29147	0	2
"chr1"	29158	0	3
"chr1"	29165	0	3
"chr1"	29172	0	3
"chr1"	29176	0	3
"chr1"	29178	0	3
"chr1"	29194	0	3
"chr1"	29205	0	4
"chr1"	29215	0	4
"chr1"	29221	0	4
"chr1"	29230	0	4
"chr1"	29234	0	4
"chr1"	29253	0	4
"chr1"	29267	0	5
"chr1"	29272	0	5
"chr1"	29285	0	5
"chr1"	29298	0	5
"chr1"	29300	0	5
"chr1"	29306	0	5
"chr1"	29310	0	5
"chr1"	29324	0	5
"chr1"	29329	0	5
"chr1"	29337	0	5
"chr1"	29347	0	5
"chr1"	29350	0	5
"chr1"	29353	0	5
"chr1"	29359	0	5
"chr1"	29367	0	5
"chr1"	29373	0	5
"chr1"	29389	0	5
"chr1"	29392	0	5
"chr1"	29403	0	5
"chr1"	29407	0	5
"chr1"	29409	0	5
"chr1"	29415	0	4
"chr1"	29425	0	3
"chr1"	29428	0	3
"chr1"	29431	0	3
"chr1"	29435	0	2
"chr1"	29447	0	2
"chr1"	29456	0	2
"chr1"	29460	0	2
"chr1"	29462	0	2
"chr1"	29476	0	2
"chr1"	29479	0	2
"chr1"	29484	0	2
"chr1"	29489	0	2
"chr1"	29500	0	1
"chr1"	29505	0	1
"chr1"	29510	0	1
"chr1"	29512	0	1
"chr1"	29524	0	0
"chr1"	29533	0	0
"chr1"	29542	0	0
"chr1"	29550	0	0
"chr1"	29553	0	0
"chr1"	29561	0	0
"chr1"	29572	0	1
"chr1"	29582	0	1
"chr1"	29586	0	1
"chr1"	29594	0	1
"chr1"	29604	0	1
"chr1"	29641	0	1
"chr1"	29656	0	1
"chr1"	29691	0	1
"chr1"	29700	0	1
"chr1"	29709	0	1
"chr1"	29720	0	1
"chr1"	29724	0	1
"chr1"	29731	0	1
"chr1"	29736	0	1
"chr1"	29757	0	1
"chr1"	29768	0	1
"chr1"	29789	0	1
"chr1"	29799	0	1
"chr1"	29809	0	1
"chr1"	29910	0	0
"chr1"	29927	0	0
"chr1"	29991	0	0
"chr1"	30013	0	0
"chr1"	30028	0	0
"chr1"	30095	0	0
"chr1"	30155	0	0
"chr1"	30306	0	0
"chr1"	30320	0	0
"chr1"	30400	0	0
"chr1"	30410	0	0
"chr1"	30571	0	0
"chr1"	30606	2	2
"chr1"	30635	2	2
"chr1"	30647	3	3
"chr1"	30793	7	7
"chr1"	30922	0	0
"chr1"	30984	6	6
"chr1"	31028	1	5
"chr1"	31036	5	5
"chr1"	31109	2	2
"chr1"	31443	0	0
"chr1"	31486	0	0
"chr1"	31488	0	0
"chr1"	31623	0	0
"chr1"	31650	0	0
"chr1"	31696	0	0
"chr1"	31792	0	0
"chr1"	31971	0	0
"chr1"	32105	0	0
"chr1"	32261	1	1
"chr1"	32385	1	1
"chr1"	32588	1	1
"chr1"	32646	1	1
"chr1"	32755	5	5
"chr1"	32808	0	3
"chr1"	32894	1	3
"chr1"	32925	2	3
"chr1"	33245	0	0
"chr1"	33261	0	0
"chr1"	33599	0	0
"chr1"	33732	0	0
"chr1"	34014	0	0
"chr1"	34054	0	0
"chr1"	34123	0	0
"chr1"	34244	0	0
"chr1"	34283	0	0
"chr1"	34467	0	0
"chr1"	34742	1	1
"chr1"	34770	0	4
"chr1"	34779	1	4
"chr1"	34816	2	4
"chr1"	34855	1	4
"chr1"	35081	0	0
"chr1"	35095	0	0
"chr1"	35118	0	0
"chr1"	35141	0	0
"chr1"	35171	0	0
"chr1"	35241	0	0
"chr1"	35366	2	2
"chr1"	35428	3	3
"chr1"	35647	0	1
"chr1"	35737	1	1
"chr1"	35758	0	1
"chr1"	35781	1	1
"chr1"	35835	1	1
"chr1"	36015	0	0
"chr1"	36031	0	0
"chr1"	36065	0	0
"chr1"	36073	0	0
"chr1"	36155	0	0
"chr1"	36375	0	0
"chr1"	36447	0	0
"chr1"	36458	0	0
"chr1"	36603	1	1
"chr1"	36858	1	1
"chr1"	36919	0	0
"chr1"	36923	0	0
"chr1"	36929	0	0
"chr1"	36946	0	0
"chr1"	36963	0	0
"chr1"	36981	0	0
"chr1"	36985	0	0
"chr1"	37425	0	0
"chr1"	37533	0	0
"chr1"	37690	0	0
"chr1"	37727	0	0
"chr1"	37835	0	0
"chr1"	37887	0	0
"chr1"	38019	0	0
"chr1"	38065	0	0
"chr1"	38285	0	0
"chr1"	38294	0	0
"chr1"	38323	0	0
"chr1"	38398	0	0
"chr1"	38891	0	1
"chr1"	38907	0	1
"chr1"	39069	2	2
"chr1"	39080	2	2
"chr1"	39362	8	8
"chr1"	39378	8	9
"chr1"	39578	4	6
"chr1"	39641	1	3
"chr1"	39676	0	0
"chr1"	39703	0	0
"chr1"	39734	1	1
"chr1"	39778	1	2
"chr1"	39860	0	4
"chr1"	39892	2	4
"chr1"	39966	2	3
"chr1"	40023	3	4
"chr1"	40048	2	3
"chr1"	40250	0	0
"chr1"	40316	0	0
"chr1"	40387	0	0
"chr1"	40395	0	0
"chr1"	40416	0	0
"chr1"	40705	0	0
"chr1"	41053	0	0
"chr1"	41099	0	0
"chr1"	42086	0	0
"chr1"	42444	0	0
"chr1"	42577	0	0
"chr1"	43293	0	0
"chr1"	43301	0	0
"chr1"	43326	0	0
"chr1"	43521	0	0
"chr1"	43666	0	0
"chr1"	44722	0	0
"chr1"	44787	0	0
"chr1"	44888	0	0
"chr1"	45341	0	0
"chr1"	45566	0	0
"chr1"	46104	0	0
"chr1"	46136	0	0
"chr1"	46241	0	0
"chr1"	46256	0	0
"chr1"	46332	0	0
"chr1"	46481	0	0
"chr1"	46485	0	0
"chr1"	46910	7	7
"chr1"	47176	8	10
"chr1"	47205	7	10
"chr1"	47362	8	10
"chr1"	47479	3	5
"chr1"	47868	5	5
"chr1"	48025	8	8
"chr1"	48151	16	18
"chr1"	48173	17	18
"chr1"	48179	18	18
"chr1"	48448	0	1
"chr1"	48474	1	1
"chr1"	48858	0	0
"chr1"	48947	3	3
"chr1"	49029	2	2
"chr1"	49045	5	5
"chr1"	49156	12	13
"chr1"	49271	8	9
"chr1"	49291	6	6
"chr1"	49360	7	8
"chr1"	49363	7	8
"chr1"	49404	6	7
"chr1"	49408	8	9
"chr1"	49439	5	10
"chr1"	49481	7	7
"chr1"	49491	6	6
"chr1"	49626	5	6
"chr1"	50013	0	0
"chr1"	50018	0	0
"chr1"	50368	2	2
"chr1"	50864	2	2
"chr1"	50879	2	2
"chr1"	51145	3	3
"chr1"	51187	4	4
"chr1"	51442	12	15
"chr1"	51458	11	16
"chr1"	51588	5	6
"chr1"	51592	5	6
"chr1"	51594	5	6
"chr1"	51602	3	4
"chr1"	51604	3	3
"chr1"	51632	2	3
"chr1"	51637	3	3
"chr1"	51641	3	3
"chr1"	51648	3	3
"chr1"	51662	2	2
"chr1"	51682	0	1
"chr1"	51693	1	1
"chr1"	51722	3	3
"chr1"	51726	3	3
"chr1"	51728	1	3
"chr1"	51734	1	3
"chr1"	51738	1	3
"chr1"	51744	2	3
"chr1"	51766	3	3
"chr1"	51771	1	3
"chr1"	51782	2	4
"chr1"	51789	4	4
"chr1"	51796	2	4
"chr1"	51813	2	4
"chr1"	51821	2	4
"chr1"	51827	4	4
"chr1"	51843	2	4
"chr1"	51851	2	4
"chr1"	51859	2	3
"chr1"	51935	5	6
"chr1"	51953	8	8
"chr1"	51969	8	11
"chr1"	51975	9	12
"chr1"	51978	11	12
"chr1"	52015	12	12
"chr1"	52028	10	11
"chr1"	52033	11	11
"chr1"	52053	9	10
"chr1"	52244	13	14
"chr1"	52365	7	9
"chr1"	52474	4	4
"chr1"	52755	15	17
"chr1"	53101	11	11
"chr1"	53108	8	10
"chr1"	53312	3	4
"chr1"	53834	3	3
"chr1"	53888	5	7
"chr1"	54103	4	7
"chr1"	54354	13	14
"chr1"	54489	11	15
"chr1"	54649	10	11
"chr1"	55299	4	5
"chr1"	55329	8	8
"chr1"	55815	5	6
"chr1"	55885	3	4
"chr1"	55907	2	2
"chr1"	56298	7	10
"chr1"	56305	7	10
"chr1"	56444	4	5
"chr1"	56585	6	8
"chr1"	57292	11	15
"chr1"	57691	5	10
"chr1"	58447	28	30
"chr1"	59276	12	15
"chr1"	59735	4	4
"chr1"	59761	2	2
"chr1"	60249	10	14
"chr1"	60408	6	6
"chr1"	60574	11	12
"chr1"	60726	11	12
"chr1"	61020	7	10
"chr1"	61135	3	7
"chr1"	61578	13	20
"chr1"	61625	13	20
"chr1"	61803	8	10
"chr1"	61901	4	5
"chr1"	61922	5	5
"chr1"	61930	6	6
"chr1"	61947	8	8
"chr1"	61954	8	8
"chr1"	62082	10	10
"chr1"	62096	7	8
"chr1"	62112	8	8
"chr1"	62140	6	7
"chr1"	62156	7	7
"chr1"	62277	7	8
"chr1"	62420	9	9
"chr1"	62484	15	16
"chr1"	62870	15	17
"chr1"	62904	9	11
"chr1"	63148	11	12
"chr1"	63197	8	12
"chr1"	63322	14	16
"chr1"	63495	11	11
"chr1"	63568	9	13
"chr1"	63627	10	11
"chr1"	63667	9	11
"chr1"	63670	10	11
"chr1"	63683	11	12
"chr1"	63722	11	12
"chr1"	63791	14	14
"chr1"	63880	9	9
"chr1"	63965	7	8
"chr1"	63967	8	8
"chr1"	64495	8	8
"chr1"	64563	14	21
"chr1"	64764	31	35
"chr1"	64900	21	25
"chr1"	65120	7	7
"chr1"	65166	5	5
"chr1"	65810	3	3
"chr1"	65892	6	7
"chr1"	66900	3	4
"chr1"	66993	2	3
"chr1"	67183	4	5
"chr1"	67223	7	7
"chr1"	67509	12	14
"chr1"	68056	2	3
"chr1"	68122	5	5
"chr1"	68239	6	7
"chr1"	68246	7	8
"chr1"	68849	0	0
"chr1"	68889	0	0
"chr1"	69071	0	0
"chr1"	69080	0	0
"chr1"	69183	0	0
"chr1"	69334	3	3
"chr1"	69486	3	5
"chr1"	69495	5	5
"chr1"	69536	8	8
"chr1"	69551	8	8
"chr1"	69558	8	8
"chr1"	69591	4	9
"chr1"	69751	3	4
"chr1"	69767	2	5
"chr1"	69956	2	3
"chr1"	70477	5	5
"chr1"	70603	6	8
"chr1"	70665	9	11
"chr1"	70805	3	4
"chr1"	70917	0	0
"chr1"	71679	1	1
"chr1"	71962	3	3
"chr1"	72310	2	5
"chr1"	72339	3	4
"chr1"	72421	4	6
"chr1"	72454	6	7
"chr1"	72659	7	7
"chr1"	72766	2	2
"chr1"	72861	2	3
"chr1"	73228	11	13
"chr1"	73529	4	4
"chr1"	73549	2	3
"chr1"	73934	2	3
"chr1"	73951	2	3
"chr1"	74091	1	1
"chr1"	74114	2	2
"chr1"	74294	2	2
"chr1"	74307	2	2
"chr1"	74398	2	3
"chr1"	74415	2	3
"chr1"	74672	3	3
"chr1"	74902	6	7
"chr1"	74953	9	9
"chr1"	75130	4	5
"chr1"	75344	1	3
"chr1"	75425	2	3
"chr1"	75570	2	2
"chr1"	75802	4	8
"chr1"	76024	6	8
"chr1"	76132	9	11
"chr1"	76308	6	6
"chr1"	76330	7	7
"chr1"	76422	4	4
"chr1"	76600	6	9
"chr1"	76692	9	10
"chr1"	76884	3	3
"chr1"	76896	1	2
"chr1"	76900	2	2
"chr1"	76945	1	2
"chr1"	76981	2	2
"chr1"	76995	2	2
"chr1"	77035	3	3
"chr1"	77089	3	3
"chr1"	77129	2	3
"chr1"	77244	5	5
"chr1"	77461	5	8
"chr1"	77670	18	19
"chr1"	77773	19	19
"chr1"	77960	9	9
"chr1"	77985	5	7
"chr1"	78701	0	2
"chr1"	78894	6	7
"chr1"	79049	0	1
"chr1"	79077	2	2
"chr1"	79401	2	3
"chr1"	79417	2	4
"chr1"	79472	3	3
"chr1"	79787	6	11
"chr1"	79806	11	12
"chr1"	79878	4	9
"chr1"	80053	4	6
"chr1"	80808	1	1
"chr1"	80820	1	2
"chr1"	80848	2	2
"chr1"	80857	2	2
"chr1"	80909	2	2
"chr1"	80951	2	2
"chr1"	80973	0	0
"chr1"	81012	2	2
"chr1"	81031	2	3
"chr1"	81037	3	4
"chr1"	81105	8	9
"chr1"	81179	9	9
"chr1"	81317	5	6
"chr1"	81423	9	10
"chr1"	81602	9	10
"chr1"	81645	12	13
"chr1"	82162	1	1
"chr1"	82281	8	8
"chr1"	82399	5	7
"chr1"	82570	5	5
"chr1"	82715	3	4
"chr1"	83483	4	4
"chr1"	83514	4	4
"chr1"	83516	4	5
"chr1"	83603	3	4
"chr1"	83605	3	4
"chr1"	84544	7	10
"chr1"	85011	17	19
"chr1"	85406	11	12
"chr1"	85528	7	7
"chr1"	85941	23	25
"chr1"	86191	4	10
"chr1"	86686	4	6
"chr1"	86875	8	11
"chr1"	86920	9	9
"chr1"	86941	7	9
"chr1"	87256	5	7
"chr1"	87302	6	6
"chr1"	87351	4	5
"chr1"	87360	4	5
"chr1"	87365	5	6
"chr1"	87409	3	6
"chr1"	87701	6	7
"chr1"	87723	2	7
"chr1"	87754	4	7
"chr1"	88080	5	5
"chr1"	88171	0	6
"chr1"	88204	5	5
"chr1"	88315	0	4
"chr1"	88361	2	2
"chr1"	88386	3	3
"chr1"	88388	3	3
"chr1"	88456	3	3
"chr1"	88487	3	3
"chr1"	88491	3	3
"chr1"	88511	3	3
"chr1"	88518	3	3
"chr1"	88560	2	2
"chr1"	88575	2	2
"chr1"	88687	1	1
"chr1"	88696	1	1
"chr1"	88705	1	1
"chr1"	88762	2	2
"chr1"	88767	2	2
"chr1"	88811	1	1
"chr1"	88833	0	1
"chr1"	88851	1	1
"chr1"	88882	0	0
"chr1"	88904	0	0
"chr1"	88909	0	0
"chr1"	88922	0	1
"chr1"	88970	2	3
"chr1"	89213	6	7
"chr1"	89359	3	5
"chr1"	89518	4	10
"chr1"	89566	7	11
"chr1"	89705	11	13
"chr1"	90032	4	6
"chr1"	90457	2	2
"chr1"	90537	1	1
"chr1"	90728	0	0
"chr1"	90766	0	0
"chr1"	90780	0	0
"chr1"	90855	1	1
"chr1"	90930	6	6
"chr1"	90968	4	6
"chr1"	90973	6	6
"chr1"	91003	6	6
"chr1"	91018	5	6
"chr1"	91029	4	4
"chr1"	91059	3	5
"chr1"	91119	5	8
"chr1"	91159	2	8
"chr1"	91189	8	8
"chr1"	91233	3	7
"chr1"	91267	3	5
"chr1"	91458	0	0
"chr1"	91472	0	0
"chr1"	91550	0	0
"chr1"	91580	0	0
"chr1"	91684	2	2
"chr1"	91836	2	2
"chr1"	91862	2	2
"chr1"	91948	1	1
"chr1"	92001	1	1
"chr1"	92122	0	0
"chr1"	92146	0	0
"chr1"	92163	0	0
"chr1"	92392	0	0
"chr1"	92741	4	5
"chr1"	92763	5	5
"chr1"	92977	3	4
"chr1"	93097	4	4
"chr1"	93153	2	4
"chr1"	93248	2	4
"chr1"	93301	4	4
"chr1"	93392	1	2
"chr1"	93726	1	1
"chr1"	93757	1	1
"chr1"	93788	3	3
"chr1"	93819	3	3
"chr1"	93836	3	3
"chr1"	94018	7	8
"chr1"	94107	6	6
"chr1"	94118	6	6
"chr1"	94238	3	4
"chr1"	94259	3	5
"chr1"	94269	5	5
"chr1"	94295	4	4
"chr1"	94317	5	5
"chr1"	94386	2	2
"chr1"	94476	3	3
"chr1"	94860	3	3
"chr1"	94930	2	3
"chr1"	94986	6	6
"chr1"	95073	10	11
"chr1"	95430	3	3
"chr1"	95454	2	2
"chr1"	95610	6	6
