"chromosome"	"CpG_position"	"M_counts"	"Total_counts"
"chr1"	22349	0	0
"chr1"	22410	0	0
"chr1"	22428	0	0
"chr1"	22462	0	0
"chr1"	22464	0	0
"chr1"	22494	0	0
"chr1"	22568	0	0
"chr1"	22674	0	0
"chr1"	22712	0	0
"chr1"	22825	0	0
"chr1"	22839	0	0
"chr1"	22864	0	0
"chr1"	22898	0	0
"chr1"	23002	0	0
"chr1"	23097	0	0
"chr1"	23255	0	0
"chr1"	23398	0	1
"chr1"	23408	0	0
"chr1"	23507	1	1
"chr1"	23548	1	1
"chr1"	23680	0	0
"chr1"	23779	0	0
"chr1"	23822	0	0
"chr1"	23843	0	0
"chr1"	23974	0	0
"chr1"	24017	0	0
"chr1"	24073	0	0
"chr1"	24171	0	0
"chr1"	24226	0	0
"chr1"	24341	0	0
"chr1"	24372	0	0
"chr1"	24412	0	0
"chr1"	24451	0	0
"chr1"	24554	0	0
"chr1"	24638	0	0
"chr1"	24785	0	0
"chr1"	24799	0	0
"chr1"	24810	0	0
"chr1"	24813	0	0
"chr1"	24838	1	1
"chr1"	24900	0	1
"chr1"	24906	0	1
"chr1"	24911	0	1
"chr1"	24926	0	1
"chr1"	24933	1	1
"chr1"	24938	1	1
"chr1"	24957	1	1
"chr1"	25059	1	1
"chr1"	25115	1	1
"chr1"	25381	0	0
"chr1"	25912	2	2
"chr1"	25933	0	1
"chr1"	25974	1	1
"chr1"	26013	1	1
"chr1"	26061	0	0
"chr1"	26481	0	0
"chr1"	26532	0	0
"chr1"	26633	0	0
"chr1"	26790	0	0
"chr1"	26794	0	0
"chr1"	26798	0	0
"chr1"	26803	0	0
"chr1"	26810	0	0
"chr1"	26837	0	0
"chr1"	26862	0	0
"chr1"	26870	0	0
"chr1"	26932	0	0
"chr1"	26957	0	0
"chr1"	26964	0	0
"chr1"	27026	0	0
"chr1"	27028	0	0
"chr1"	27053	0	0
"chr1"	27139	0	0
"chr1"	27145	0	0
"chr1"	27441	0	0
"chr1"	27574	0	0
"chr1"	27670	0	0
"chr1"	27760	0	0
"chr1"	27969	2	2
"chr1"	28167	2	3
"chr1"	28189	4	4
"chr1"	28347	2	3
"chr1"	28409	3	3
"chr1"	28433	1	4
"chr1"	28512	0	4
"chr1"	28660	0	0
"chr1"	28677	0	0
"chr1"	28692	0	0
"chr1"	28705	0	1
"chr1"	28736	0	1
"chr1"	28750	0	1
"chr1"	28752	0	1
"chr1"	28765	0	1
"chr1"	28774	0	1
"chr1"	28793	0	1
"chr1"	28808	0	1
"chr1"	28825	0	1
"chr1"	28840	0	1
"chr1"	28852	0	0
"chr1"	28863	0	0
"chr1"	28865	0	0
"chr1"	28891	0	0
"chr1"	28908	0	0
"chr1"	28912	0	0
"chr1"	28925	0	0
"chr1"	28934	0	0
"chr1"	28936	0	0
"chr1"	28938	0	0
"chr1"	28955	0	0
"chr1"	28964	0	0
"chr1"	28972	0	0
"chr1"	28988	0	0
"chr1"	28994	0	0
"chr1"	29002	0	0
"chr1"	29011	0	0
"chr1"	29021	0	0
"chr1"	29053	0	0
"chr1"	29063	0	0
"chr1"	29074	0	0
"chr1"	29076	0	0
"chr1"	29096	0	0
"chr1"	29101	0	0
"chr1"	29112	0	0
"chr1"	29119	0	0
"chr1"	29123	0	0
"chr1"	29127	0	0
"chr1"	29137	0	0
"chr1"	29140	0	0
"chr1"	29143	0	0
"chr1"	29147	0	0
"chr1"	29158	0	0
"chr1"	29165	0	0
"chr1"	29172	0	0
"chr1"	29176	0	0
"chr1"	29178	0	0
"chr1"	29194	0	1
"chr1"	29205	0	1
"chr1"	29215	0	2
"chr1"	29221	0	2
"chr1"	29230	0	2
"chr1"	29234	0	2
"chr1"	29253	0	2
"chr1"	29267	0	2
"chr1"	29272	0	2
"chr1"	29285	0	1
"chr1"	29298	0	2
"chr1"	29300	0	2
"chr1"	29306	0	1
"chr1"	29310	0	2
"chr1"	29324	0	2
"chr1"	29329	0	2
"chr1"	29337	0	2
"chr1"	29347	0	2
"chr1"	29350	0	2
"chr1"	29353	0	2
"chr1"	29359	0	2
"chr1"	29367	0	2
"chr1"	29373	0	2
"chr1"	29389	0	2
"chr1"	29392	0	2
"chr1"	29403	0	2
"chr1"	29407	0	2
"chr1"	29409	0	2
"chr1"	29415	0	2
"chr1"	29425	0	2
"chr1"	29428	0	2
"chr1"	29431	0	2
"chr1"	29435	0	2
"chr1"	29447	0	2
"chr1"	29456	0	2
"chr1"	29460	0	2
"chr1"	29462	0	2
"chr1"	29476	0	1
"chr1"	29479	0	1
"chr1"	29484	0	1
"chr1"	29489	0	1
"chr1"	29500	0	0
"chr1"	29505	0	0
"chr1"	29510	0	0
"chr1"	29512	0	0
"chr1"	29524	0	0
"chr1"	29533	0	0
"chr1"	29542	0	0
"chr1"	29550	0	0
"chr1"	29553	0	0
"chr1"	29561	0	0
"chr1"	29572	0	1
"chr1"	29582	0	1
"chr1"	29586	0	1
"chr1"	29594	0	1
"chr1"	29604	0	1
"chr1"	29641	0	1
"chr1"	29656	0	1
"chr1"	29691	0	1
"chr1"	29700	0	1
"chr1"	29709	0	1
"chr1"	29720	0	0
"chr1"	29724	0	0
"chr1"	29731	0	1
"chr1"	29736	0	1
"chr1"	29757	0	1
"chr1"	29768	0	1
"chr1"	29789	0	1
"chr1"	29799	0	1
"chr1"	29809	0	1
"chr1"	29910	0	0
"chr1"	29927	0	0
"chr1"	29991	0	0
"chr1"	30013	0	0
"chr1"	30028	0	0
"chr1"	30095	0	0
"chr1"	30155	0	0
"chr1"	30306	0	0
"chr1"	30320	0	0
"chr1"	30400	0	0
"chr1"	30410	0	0
"chr1"	30571	0	0
"chr1"	30606	0	0
"chr1"	30635	2	2
"chr1"	30647	2	2
"chr1"	30793	4	4
"chr1"	30922	0	1
"chr1"	30984	2	2
"chr1"	31028	0	2
"chr1"	31036	2	2
"chr1"	31109	1	1
"chr1"	31443	1	1
"chr1"	31486	0	0
"chr1"	31488	0	0
"chr1"	31623	0	0
"chr1"	31650	0	0
"chr1"	31696	0	0
"chr1"	31792	0	0
"chr1"	31971	0	0
"chr1"	32105	0	0
"chr1"	32261	0	0
"chr1"	32385	1	1
"chr1"	32588	0	0
"chr1"	32646	1	1
"chr1"	32755	3	3
"chr1"	32808	4	4
"chr1"	32894	2	3
"chr1"	32925	0	2
"chr1"	33245	0	0
"chr1"	33261	0	0
"chr1"	33599	0	0
"chr1"	33732	0	0
"chr1"	34014	0	0
"chr1"	34054	0	0
"chr1"	34123	0	0
"chr1"	34244	0	0
"chr1"	34283	0	0
"chr1"	34467	0	0
"chr1"	34742	1	1
"chr1"	34770	0	1
"chr1"	34779	1	1
"chr1"	34816	1	1
"chr1"	34855	1	1
"chr1"	35081	0	0
"chr1"	35095	0	0
"chr1"	35118	0	0
"chr1"	35141	0	0
"chr1"	35171	0	0
"chr1"	35241	0	0
"chr1"	35366	1	1
"chr1"	35428	0	0
"chr1"	35647	0	0
"chr1"	35737	0	0
"chr1"	35758	0	0
"chr1"	35781	0	0
"chr1"	35835	0	0
"chr1"	36015	0	0
"chr1"	36031	0	0
"chr1"	36065	0	0
"chr1"	36073	0	0
"chr1"	36155	0	0
"chr1"	36375	0	0
"chr1"	36447	0	0
"chr1"	36458	0	0
"chr1"	36603	0	0
"chr1"	36858	0	0
"chr1"	36919	0	0
"chr1"	36923	0	0
"chr1"	36929	0	0
"chr1"	36946	0	0
"chr1"	36963	0	0
"chr1"	36981	0	0
"chr1"	36985	0	0
"chr1"	37425	0	0
"chr1"	37533	0	0
"chr1"	37690	0	0
"chr1"	37727	0	0
"chr1"	37835	0	0
"chr1"	37887	0	0
"chr1"	38019	0	0
"chr1"	38065	0	0
"chr1"	38285	0	0
"chr1"	38294	0	0
"chr1"	38323	0	0
"chr1"	38398	0	0
"chr1"	38891	0	0
"chr1"	38907	0	0
"chr1"	39069	2	2
"chr1"	39080	2	2
"chr1"	39362	6	6
"chr1"	39378	7	7
"chr1"	39578	0	1
"chr1"	39641	2	2
"chr1"	39676	0	1
"chr1"	39703	0	1
"chr1"	39734	1	1
"chr1"	39778	1	1
"chr1"	39860	1	2
"chr1"	39892	2	2
"chr1"	39966	1	1
"chr1"	40023	2	2
"chr1"	40048	2	2
"chr1"	40250	0	0
"chr1"	40316	0	0
"chr1"	40387	0	0
"chr1"	40395	0	0
"chr1"	40416	0	0
"chr1"	40705	0	0
"chr1"	41053	0	0
"chr1"	41099	0	0
"chr1"	42086	0	0
"chr1"	42444	0	0
"chr1"	42577	0	0
"chr1"	43293	0	0
"chr1"	43301	0	0
"chr1"	43326	0	0
"chr1"	43521	0	0
"chr1"	43666	0	0
"chr1"	44722	0	0
"chr1"	44787	0	0
"chr1"	44888	0	0
"chr1"	45341	0	0
"chr1"	45566	0	0
"chr1"	46104	0	0
"chr1"	46136	0	0
"chr1"	46241	0	0
"chr1"	46256	0	0
"chr1"	46332	0	0
"chr1"	46481	1	1
"chr1"	46485	1	1
"chr1"	46910	3	3
"chr1"	47176	6	9
"chr1"	47205	8	11
"chr1"	47362	10	11
"chr1"	47479	5	5
"chr1"	47868	1	1
"chr1"	48025	5	5
"chr1"	48151	12	12
"chr1"	48173	11	12
"chr1"	48179	12	12
"chr1"	48448	0	0
"chr1"	48474	1	1
"chr1"	48858	0	0
"chr1"	48947	0	0
"chr1"	49029	2	2
"chr1"	49045	2	2
"chr1"	49156	3	3
"chr1"	49271	1	3
"chr1"	49291	4	4
"chr1"	49360	1	2
"chr1"	49363	2	2
"chr1"	49404	2	2
"chr1"	49408	2	2
"chr1"	49439	1	1
"chr1"	49481	1	1
"chr1"	49491	1	1
"chr1"	49626	1	1
"chr1"	50013	0	0
"chr1"	50018	0	0
"chr1"	50368	1	1
"chr1"	50864	0	0
"chr1"	50879	0	0
"chr1"	51145	1	2
"chr1"	51187	2	2
"chr1"	51442	10	12
"chr1"	51458	12	12
"chr1"	51588	4	4
"chr1"	51592	4	4
"chr1"	51594	4	4
"chr1"	51602	4	4
"chr1"	51604	4	4
"chr1"	51632	3	3
"chr1"	51637	3	3
"chr1"	51641	3	3
"chr1"	51648	3	3
"chr1"	51662	3	3
"chr1"	51682	1	2
"chr1"	51693	3	3
"chr1"	51722	2	3
"chr1"	51726	3	3
"chr1"	51728	3	3
"chr1"	51734	3	3
"chr1"	51738	2	3
"chr1"	51744	3	3
"chr1"	51766	2	3
"chr1"	51771	3	4
"chr1"	51782	4	4
"chr1"	51789	2	4
"chr1"	51796	4	4
"chr1"	51813	2	3
"chr1"	51821	1	2
"chr1"	51827	1	2
"chr1"	51843	0	1
"chr1"	51851	1	1
"chr1"	51859	2	2
"chr1"	51935	6	9
"chr1"	51953	9	10
"chr1"	51969	9	10
"chr1"	51975	6	10
"chr1"	51978	9	11
"chr1"	52015	7	9
"chr1"	52028	7	8
"chr1"	52033	8	9
"chr1"	52053	8	8
"chr1"	52244	14	14
"chr1"	52365	8	8
"chr1"	52474	4	4
"chr1"	52755	9	9
"chr1"	53101	8	9
"chr1"	53108	11	11
"chr1"	53312	10	10
"chr1"	53834	0	0
"chr1"	53888	1	3
"chr1"	54103	2	3
"chr1"	54354	13	13
"chr1"	54489	14	19
"chr1"	54649	6	7
"chr1"	55299	14	15
"chr1"	55329	13	14
"chr1"	55815	11	11
"chr1"	55885	4	4
"chr1"	55907	5	5
"chr1"	56298	13	16
"chr1"	56305	14	16
"chr1"	56444	8	8
"chr1"	56585	4	4
"chr1"	57292	4	6
"chr1"	57691	13	14
"chr1"	58447	14	18
"chr1"	59276	19	19
"chr1"	59735	1	2
"chr1"	59761	1	2
"chr1"	60249	4	5
"chr1"	60408	6	6
"chr1"	60574	8	10
"chr1"	60726	14	14
"chr1"	61020	5	6
"chr1"	61135	1	6
"chr1"	61578	6	15
"chr1"	61625	5	14
"chr1"	61803	9	10
"chr1"	61901	9	10
"chr1"	61922	9	9
"chr1"	61930	9	9
"chr1"	61947	10	10
"chr1"	61954	7	9
"chr1"	62082	7	7
"chr1"	62096	7	7
"chr1"	62112	10	10
"chr1"	62140	10	11
"chr1"	62156	11	11
"chr1"	62277	12	13
"chr1"	62420	12	12
"chr1"	62484	9	9
"chr1"	62870	18	18
"chr1"	62904	19	22
"chr1"	63148	10	11
"chr1"	63197	8	9
"chr1"	63322	5	7
"chr1"	63495	4	4
"chr1"	63568	3	3
"chr1"	63627	3	4
"chr1"	63667	5	5
"chr1"	63670	0	5
"chr1"	63683	5	5
"chr1"	63722	4	4
"chr1"	63791	0	2
"chr1"	63880	1	1
"chr1"	63965	3	3
"chr1"	63967	3	3
"chr1"	64495	2	2
"chr1"	64563	4	5
"chr1"	64764	14	14
"chr1"	64900	10	10
"chr1"	65120	2	2
"chr1"	65166	2	2
"chr1"	65810	2	2
"chr1"	65892	0	0
"chr1"	66900	2	3
"chr1"	66993	1	2
"chr1"	67183	9	9
"chr1"	67223	8	8
"chr1"	67509	2	2
"chr1"	68056	1	1
"chr1"	68122	1	1
"chr1"	68239	4	4
"chr1"	68246	4	4
"chr1"	68849	0	0
"chr1"	68889	0	0
"chr1"	69071	0	0
"chr1"	69080	0	0
"chr1"	69183	0	0
"chr1"	69334	0	0
"chr1"	69486	0	0
"chr1"	69495	0	0
"chr1"	69536	0	0
"chr1"	69551	0	0
"chr1"	69558	0	0
"chr1"	69591	0	0
"chr1"	69751	0	0
"chr1"	69767	0	0
"chr1"	69956	4	4
"chr1"	70477	0	0
"chr1"	70603	0	2
"chr1"	70665	1	2
"chr1"	70805	2	2
"chr1"	70917	1	1
"chr1"	71679	0	0
"chr1"	71962	2	2
"chr1"	72310	2	4
"chr1"	72339	3	3
"chr1"	72421	2	2
"chr1"	72454	2	3
"chr1"	72659	5	6
"chr1"	72766	2	4
"chr1"	72861	1	2
"chr1"	73228	2	3
"chr1"	73529	1	1
"chr1"	73549	2	2
"chr1"	73934	2	2
"chr1"	73951	1	2
"chr1"	74091	2	2
"chr1"	74114	2	3
"chr1"	74294	4	6
"chr1"	74307	5	6
"chr1"	74398	7	7
"chr1"	74415	7	7
"chr1"	74672	3	3
"chr1"	74902	6	7
"chr1"	74953	6	7
"chr1"	75130	5	5
"chr1"	75344	1	2
"chr1"	75425	0	0
"chr1"	75570	4	6
"chr1"	75802	4	9
"chr1"	76024	6	6
"chr1"	76132	2	7
"chr1"	76308	7	8
"chr1"	76330	8	8
"chr1"	76422	6	6
"chr1"	76600	3	6
"chr1"	76692	4	4
"chr1"	76884	2	2
"chr1"	76896	2	2
"chr1"	76900	2	2
"chr1"	76945	2	2
"chr1"	76981	2	2
"chr1"	76995	1	1
"chr1"	77035	1	1
"chr1"	77089	1	1
"chr1"	77129	1	1
"chr1"	77244	0	0
"chr1"	77461	0	0
"chr1"	77670	6	6
"chr1"	77773	9	9
"chr1"	77960	6	7
"chr1"	77985	7	7
"chr1"	78701	0	0
"chr1"	78894	0	1
"chr1"	79049	0	0
"chr1"	79077	2	5
"chr1"	79401	7	7
"chr1"	79417	6	7
"chr1"	79472	7	7
"chr1"	79787	9	12
"chr1"	79806	9	10
"chr1"	79878	1	7
"chr1"	80053	3	5
"chr1"	80808	1	2
"chr1"	80820	3	3
"chr1"	80848	3	3
"chr1"	80857	3	3
"chr1"	80909	1	1
"chr1"	80951	0	1
"chr1"	80973	3	3
"chr1"	81012	4	4
"chr1"	81031	6	7
"chr1"	81037	5	7
"chr1"	81105	7	8
"chr1"	81179	7	7
"chr1"	81317	13	13
"chr1"	81423	17	17
"chr1"	81602	12	12
"chr1"	81645	16	16
"chr1"	82162	1	1
"chr1"	82281	5	6
"chr1"	82399	3	7
"chr1"	82570	6	6
"chr1"	82715	6	7
"chr1"	83483	6	6
"chr1"	83514	4	5
"chr1"	83516	5	5
"chr1"	83603	4	6
"chr1"	83605	3	5
"chr1"	84544	3	4
"chr1"	85011	11	13
"chr1"	85406	9	10
"chr1"	85528	2	4
"chr1"	85941	12	14
"chr1"	86191	5	22
"chr1"	86686	11	14
"chr1"	86875	9	14
"chr1"	86920	11	11
"chr1"	86941	14	14
"chr1"	87256	6	8
"chr1"	87302	6	7
"chr1"	87351	4	4
"chr1"	87360	2	2
"chr1"	87365	3	3
"chr1"	87409	9	9
"chr1"	87701	6	7
"chr1"	87723	8	9
"chr1"	87754	6	8
"chr1"	88080	6	6
"chr1"	88171	7	7
"chr1"	88204	10	11
"chr1"	88315	9	9
"chr1"	88361	5	5
"chr1"	88386	5	5
"chr1"	88388	5	5
"chr1"	88456	4	4
"chr1"	88487	4	4
"chr1"	88491	4	4
"chr1"	88511	4	4
"chr1"	88518	4	4
"chr1"	88560	4	4
"chr1"	88575	5	5
"chr1"	88687	5	5
"chr1"	88696	6	7
"chr1"	88705	8	8
"chr1"	88762	8	8
"chr1"	88767	6	8
"chr1"	88811	6	6
"chr1"	88833	3	4
"chr1"	88851	2	3
"chr1"	88882	4	4
"chr1"	88904	4	4
"chr1"	88909	3	4
"chr1"	88922	5	5
"chr1"	88970	2	3
"chr1"	89213	7	8
"chr1"	89359	12	14
"chr1"	89518	15	16
"chr1"	89566	15	20
"chr1"	89705	24	26
"chr1"	90032	13	13
"chr1"	90457	3	3
"chr1"	90537	2	2
"chr1"	90728	5	5
"chr1"	90766	2	4
"chr1"	90780	4	4
"chr1"	90855	4	4
"chr1"	90930	8	10
"chr1"	90968	8	9
"chr1"	90973	8	10
"chr1"	91003	7	8
"chr1"	91018	7	7
"chr1"	91029	7	7
"chr1"	91059	5	6
"chr1"	91119	6	10
"chr1"	91159	5	12
"chr1"	91189	9	10
"chr1"	91233	4	9
"chr1"	91267	5	8
"chr1"	91458	4	13
"chr1"	91472	7	13
"chr1"	91550	6	23
"chr1"	91580	2	19
"chr1"	91684	11	17
"chr1"	91836	8	8
"chr1"	91862	8	8
"chr1"	91948	3	3
"chr1"	92001	3	3
"chr1"	92122	1	1
"chr1"	92146	1	1
"chr1"	92163	1	1
"chr1"	92392	0	0
"chr1"	92741	1	1
"chr1"	92763	4	4
"chr1"	92977	5	5
"chr1"	93097	1	10
"chr1"	93153	8	8
"chr1"	93248	14	14
"chr1"	93301	14	14
"chr1"	93392	6	7
"chr1"	93726	4	4
"chr1"	93757	0	3
"chr1"	93788	3	3
"chr1"	93819	4	4
"chr1"	93836	5	5
"chr1"	94018	7	7
"chr1"	94107	3	3
"chr1"	94118	4	4
"chr1"	94238	3	4
"chr1"	94259	2	3
"chr1"	94269	2	3
"chr1"	94295	2	3
"chr1"	94317	1	2
"chr1"	94386	0	0
"chr1"	94476	2	2
"chr1"	94860	1	1
"chr1"	94930	7	7
"chr1"	94986	9	9
"chr1"	95073	6	7
"chr1"	95430	1	1
"chr1"	95454	1	1
"chr1"	95610	6	6
