"chromosome"	"CpG_position"	"M_counts"	"Total_counts"
"chr1"	18213	1	1
"chr1"	18353	3	3
"chr1"	18511	3	3
"chr1"	18564	3	3
"chr1"	18575	3	3
"chr1"	18732	0	0
"chr1"	18768	0	0
"chr1"	18775	0	0
"chr1"	18810	0	0
"chr1"	18827	0	0
"chr1"	18854	0	0
"chr1"	18873	0	0
"chr1"	18880	0	0
"chr1"	18887	0	0
"chr1"	18934	0	0
"chr1"	19015	0	0
"chr1"	19056	0	0
"chr1"	19121	0	0
"chr1"	19132	0	0
"chr1"	19160	0	0
"chr1"	19189	0	0
"chr1"	19248	0	0
"chr1"	19273	0	0
"chr1"	19279	0	0
"chr1"	19283	0	0
"chr1"	19298	0	0
"chr1"	19320	0	0
"chr1"	19322	0	0
"chr1"	19390	0	0
"chr1"	19392	0	0
"chr1"	19508	0	0
"chr1"	19539	0	0
"chr1"	19590	0	0
"chr1"	19683	0	0
"chr1"	19772	0	0
"chr1"	19788	0	0
"chr1"	19888	6	7
"chr1"	19910	7	7
"chr1"	19917	7	7
"chr1"	19941	8	8
"chr1"	20044	12	13
"chr1"	20127	21	22
"chr1"	20129	17	22
"chr1"	20156	13	19
"chr1"	20206	21	26
"chr1"	20234	22	27
"chr1"	20253	22	26
"chr1"	20387	13	17
"chr1"	20480	17	18
"chr1"	20590	8	8
"chr1"	20700	3	4
"chr1"	20741	2	2
"chr1"	20784	0	0
"chr1"	20967	0	0
"chr1"	20983	0	0
"chr1"	21002	0	0
"chr1"	21024	0	0
"chr1"	21066	0	0
"chr1"	21093	0	0
"chr1"	21120	0	0
"chr1"	21139	0	0
"chr1"	21198	1	2
"chr1"	21223	2	2
"chr1"	21252	3	3
"chr1"	21279	2	3
"chr1"	21282	3	3
"chr1"	21350	2	3
"chr1"	21419	3	3
"chr1"	21424	3	3
"chr1"	21502	0	0
"chr1"	21538	0	0
"chr1"	21608	0	0
"chr1"	21616	0	0
"chr1"	21686	0	0
"chr1"	21709	0	0
"chr1"	21736	0	0
"chr1"	21788	0	0
"chr1"	21795	0	0
"chr1"	21797	0	0
"chr1"	21817	0	0
"chr1"	21948	0	0
"chr1"	22025	0	0
"chr1"	22246	2	2
"chr1"	22349	1	1
"chr1"	22410	1	1
"chr1"	22428	1	1
"chr1"	22462	1	1
"chr1"	22464	1	1
"chr1"	22494	1	1
"chr1"	22568	0	0
"chr1"	22674	0	0
"chr1"	22712	0	0
"chr1"	22825	0	0
"chr1"	22839	0	0
"chr1"	22864	0	0
"chr1"	22898	0	0
"chr1"	23002	2	2
"chr1"	23097	2	2
"chr1"	23255	1	1
"chr1"	23398	0	0
"chr1"	23408	0	0
"chr1"	23507	0	0
"chr1"	23548	0	0
"chr1"	23680	0	0
"chr1"	23779	0	0
"chr1"	23822	0	0
"chr1"	23843	0	0
"chr1"	23974	1	1
"chr1"	24017	1	1
"chr1"	24073	0	0
"chr1"	24171	1	1
"chr1"	24226	1	1
"chr1"	24341	0	0
"chr1"	24372	0	0
"chr1"	24412	0	0
"chr1"	24451	0	0
"chr1"	24554	0	0
"chr1"	24638	0	0
"chr1"	24785	0	0
"chr1"	24799	0	0
"chr1"	24810	0	0
"chr1"	24813	0	0
"chr1"	24838	0	0
"chr1"	24900	0	0
"chr1"	24906	0	0
"chr1"	24911	0	0
"chr1"	24926	0	0
"chr1"	24933	0	0
"chr1"	24938	0	0
"chr1"	24957	0	0
"chr1"	25059	0	0
"chr1"	25115	0	0
"chr1"	25381	0	0
"chr1"	25912	1	1
"chr1"	25933	1	1
"chr1"	25974	1	1
"chr1"	26013	2	2
"chr1"	26061	1	2
"chr1"	26481	0	0
"chr1"	26532	0	0
"chr1"	26633	0	0
"chr1"	26790	2	2
"chr1"	26794	2	2
"chr1"	26798	3	3
"chr1"	26803	3	3
"chr1"	26810	3	3
"chr1"	26837	2	2
"chr1"	26862	3	3
"chr1"	26870	3	3
"chr1"	26932	3	3
"chr1"	26957	2	2
"chr1"	26964	2	2
"chr1"	27026	2	2
"chr1"	27028	2	2
"chr1"	27053	1	1
"chr1"	27139	1	1
"chr1"	27145	1	1
"chr1"	27441	1	1
"chr1"	27574	0	0
"chr1"	27670	0	0
"chr1"	27760	0	0
"chr1"	27969	0	1
"chr1"	28167	2	2
"chr1"	28189	1	1
"chr1"	28347	0	1
"chr1"	28409	1	1
"chr1"	28433	0	1
"chr1"	28512	0	1
"chr1"	28660	0	0
"chr1"	28677	0	0
"chr1"	28692	0	0
"chr1"	28705	0	0
"chr1"	28736	0	0
"chr1"	28750	0	0
"chr1"	28752	0	0
"chr1"	28765	0	0
"chr1"	28774	0	0
"chr1"	28793	0	0
"chr1"	28808	0	0
"chr1"	28825	0	0
"chr1"	28840	0	0
"chr1"	28852	0	0
"chr1"	28863	0	0
"chr1"	28865	0	0
"chr1"	28891	0	0
"chr1"	28908	0	0
"chr1"	28912	0	0
"chr1"	28925	0	0
"chr1"	28934	0	0
"chr1"	28936	0	0
"chr1"	28938	0	0
"chr1"	28955	0	0
"chr1"	28964	0	0
"chr1"	28972	0	0
"chr1"	28988	0	0
"chr1"	28994	0	0
"chr1"	29002	0	0
"chr1"	29011	0	0
"chr1"	29021	0	0
"chr1"	29053	0	0
"chr1"	29063	0	0
"chr1"	29074	0	0
"chr1"	29076	0	0
"chr1"	29096	0	0
"chr1"	29101	0	0
"chr1"	29112	0	0
"chr1"	29119	0	0
"chr1"	29123	0	0
"chr1"	29127	0	0
"chr1"	29137	0	0
"chr1"	29140	0	0
"chr1"	29143	0	0
"chr1"	29147	0	1
"chr1"	29158	0	1
"chr1"	29165	0	1
"chr1"	29172	0	1
"chr1"	29176	0	1
"chr1"	29178	0	1
"chr1"	29194	0	1
"chr1"	29205	0	1
"chr1"	29215	0	1
"chr1"	29221	0	1
"chr1"	29230	0	1
"chr1"	29234	0	1
"chr1"	29253	1	1
"chr1"	29267	0	1
"chr1"	29272	0	1
"chr1"	29285	0	1
"chr1"	29298	0	1
"chr1"	29300	0	1
"chr1"	29306	0	1
"chr1"	29310	0	1
"chr1"	29324	0	1
"chr1"	29329	0	1
"chr1"	29337	0	1
"chr1"	29347	0	1
"chr1"	29350	0	1
"chr1"	29353	0	1
"chr1"	29359	0	1
"chr1"	29367	0	1
"chr1"	29373	0	1
"chr1"	29389	0	1
"chr1"	29392	0	1
"chr1"	29403	0	0
"chr1"	29407	0	0
"chr1"	29409	0	0
"chr1"	29415	0	0
"chr1"	29425	0	0
"chr1"	29428	0	0
"chr1"	29431	0	0
"chr1"	29435	0	0
"chr1"	29447	0	0
"chr1"	29456	0	0
"chr1"	29460	0	0
"chr1"	29462	0	0
"chr1"	29476	0	0
"chr1"	29479	0	0
"chr1"	29484	0	0
"chr1"	29489	0	0
"chr1"	29500	0	0
"chr1"	29505	0	0
"chr1"	29510	0	0
"chr1"	29512	0	0
"chr1"	29524	0	0
"chr1"	29533	0	0
"chr1"	29542	0	0
"chr1"	29550	0	0
"chr1"	29553	0	0
"chr1"	29561	0	0
"chr1"	29572	0	0
"chr1"	29582	0	0
"chr1"	29586	0	0
"chr1"	29594	0	0
"chr1"	29604	0	0
"chr1"	29641	0	0
"chr1"	29656	0	0
"chr1"	29691	0	0
"chr1"	29700	0	0
"chr1"	29709	0	0
"chr1"	29720	0	0
"chr1"	29724	0	0
"chr1"	29731	0	0
"chr1"	29736	0	0
"chr1"	29757	0	0
"chr1"	29768	0	0
"chr1"	29789	0	0
"chr1"	29799	0	0
"chr1"	29809	0	0
"chr1"	29910	0	0
"chr1"	29927	0	0
"chr1"	29991	0	0
"chr1"	30013	0	0
"chr1"	30028	0	0
"chr1"	30095	0	0
"chr1"	30155	0	0
"chr1"	30306	0	0
"chr1"	30320	0	0
"chr1"	30400	0	0
"chr1"	30410	0	0
"chr1"	30571	0	0
"chr1"	30606	1	1
"chr1"	30635	1	1
"chr1"	30647	1	1
"chr1"	30793	2	2
"chr1"	30922	0	1
"chr1"	30984	2	3
"chr1"	31028	0	2
"chr1"	31036	1	2
"chr1"	31109	1	2
"chr1"	31443	0	0
"chr1"	31486	0	0
"chr1"	31488	0	0
"chr1"	31623	0	0
"chr1"	31650	0	0
"chr1"	31696	0	0
"chr1"	31792	1	1
"chr1"	31971	1	1
"chr1"	32105	0	0
"chr1"	32261	0	0
"chr1"	32385	0	0
"chr1"	32588	0	0
"chr1"	32646	0	0
"chr1"	32755	3	3
"chr1"	32808	2	3
"chr1"	32894	1	1
"chr1"	32925	1	1
"chr1"	33245	0	0
"chr1"	33261	0	0
"chr1"	33599	0	0
"chr1"	33732	0	0
"chr1"	34014	0	0
"chr1"	34054	0	0
"chr1"	34123	0	0
"chr1"	34244	0	0
"chr1"	34283	0	0
"chr1"	34467	0	0
"chr1"	34742	1	1
"chr1"	34770	0	1
"chr1"	34779	1	1
"chr1"	34816	1	1
"chr1"	34855	1	1
"chr1"	35081	0	0
"chr1"	35095	0	0
"chr1"	35118	0	0
"chr1"	35141	0	0
"chr1"	35171	0	0
"chr1"	35241	0	0
"chr1"	35366	2	3
"chr1"	35428	3	3
"chr1"	35647	0	0
"chr1"	35737	0	0
"chr1"	35758	0	0
"chr1"	35781	0	0
"chr1"	35835	0	0
"chr1"	36015	0	0
"chr1"	36031	0	0
"chr1"	36065	0	0
"chr1"	36073	0	0
"chr1"	36155	0	0
"chr1"	36375	0	0
"chr1"	36447	0	0
"chr1"	36458	0	0
"chr1"	36603	0	0
"chr1"	36858	0	0
"chr1"	36919	0	0
"chr1"	36923	0	0
"chr1"	36929	0	0
"chr1"	36946	0	0
"chr1"	36963	0	0
"chr1"	36981	0	0
"chr1"	36985	0	0
"chr1"	37425	0	0
"chr1"	37533	0	0
"chr1"	37690	0	0
"chr1"	37727	0	0
"chr1"	37835	0	0
"chr1"	37887	0	0
"chr1"	38019	0	0
"chr1"	38065	0	0
"chr1"	38285	0	0
"chr1"	38294	0	0
"chr1"	38323	0	0
"chr1"	38398	0	0
"chr1"	38891	0	0
"chr1"	38907	0	0
"chr1"	39069	0	0
"chr1"	39080	0	0
"chr1"	39362	2	2
"chr1"	39378	2	2
"chr1"	39578	1	1
"chr1"	39641	0	0
"chr1"	39676	0	0
"chr1"	39703	0	0
"chr1"	39734	0	0
"chr1"	39778	0	0
"chr1"	39860	0	1
"chr1"	39892	1	1
"chr1"	39966	1	1
"chr1"	40023	1	1
"chr1"	40048	1	1
"chr1"	40250	0	0
"chr1"	40316	0	0
"chr1"	40387	1	1
"chr1"	40395	1	1
"chr1"	40416	1	1
"chr1"	40705	0	0
"chr1"	41053	0	0
"chr1"	41099	0	0
"chr1"	42086	0	0
"chr1"	42444	0	0
"chr1"	42577	0	0
"chr1"	43293	0	0
"chr1"	43301	0	0
"chr1"	43326	0	0
"chr1"	43521	0	0
"chr1"	43666	0	0
"chr1"	44722	0	0
"chr1"	44787	0	0
"chr1"	44888	0	0
"chr1"	45341	0	0
"chr1"	45566	0	0
"chr1"	46104	0	0
"chr1"	46136	0	0
"chr1"	46241	0	0
"chr1"	46256	0	0
"chr1"	46332	0	0
"chr1"	46481	0	0
"chr1"	46485	0	0
"chr1"	46910	0	0
"chr1"	47176	0	0
"chr1"	47205	0	0
"chr1"	47362	0	0
"chr1"	47479	0	0
"chr1"	47868	0	0
"chr1"	48025	2	2
"chr1"	48151	5	5
"chr1"	48173	4	5
"chr1"	48179	5	5
"chr1"	48448	0	2
"chr1"	48474	0	1
"chr1"	48858	0	0
"chr1"	48947	0	0
"chr1"	49029	0	0
"chr1"	49045	0	0
"chr1"	49156	0	0
"chr1"	49271	0	0
"chr1"	49291	0	0
"chr1"	49360	0	0
"chr1"	49363	0	0
"chr1"	49404	0	0
"chr1"	49408	0	0
"chr1"	49439	0	0
"chr1"	49481	0	0
"chr1"	49491	0	0
"chr1"	49626	0	0
"chr1"	50013	0	0
"chr1"	50018	0	0
"chr1"	50368	1	1
"chr1"	50864	0	0
"chr1"	50879	0	0
"chr1"	51145	0	0
"chr1"	51187	0	0
"chr1"	51442	0	0
"chr1"	51458	0	0
"chr1"	51588	0	0
"chr1"	51592	0	0
"chr1"	51594	0	0
"chr1"	51602	0	0
"chr1"	51604	0	0
"chr1"	51632	0	0
"chr1"	51637	0	0
"chr1"	51641	0	0
"chr1"	51648	0	0
"chr1"	51662	0	0
"chr1"	51682	0	0
"chr1"	51693	0	0
"chr1"	51722	0	0
"chr1"	51726	0	0
"chr1"	51728	0	0
"chr1"	51734	0	0
"chr1"	51738	0	0
"chr1"	51744	0	0
"chr1"	51766	0	0
"chr1"	51771	0	0
"chr1"	51782	0	0
"chr1"	51789	0	0
"chr1"	51796	0	0
"chr1"	51813	0	0
"chr1"	51821	0	0
"chr1"	51827	1	1
"chr1"	51843	1	1
"chr1"	51851	1	1
"chr1"	51859	1	1
"chr1"	51935	0	0
"chr1"	51953	1	1
"chr1"	51969	1	1
"chr1"	51975	1	1
"chr1"	51978	1	1
"chr1"	52015	3	3
"chr1"	52028	3	3
"chr1"	52033	2	3
"chr1"	52053	4	4
"chr1"	52244	7	7
"chr1"	52365	2	2
"chr1"	52474	2	2
"chr1"	52755	0	0
"chr1"	53101	0	0
"chr1"	53108	0	0
"chr1"	53312	0	0
"chr1"	53834	0	0
"chr1"	53888	0	0
"chr1"	54103	1	1
"chr1"	54354	3	3
"chr1"	54489	1	4
"chr1"	54649	1	1
"chr1"	55299	0	0
"chr1"	55329	0	0
"chr1"	55815	0	0
"chr1"	55885	1	1
"chr1"	55907	1	1
"chr1"	56298	2	4
"chr1"	56305	3	4
"chr1"	56444	1	1
"chr1"	56585	1	1
"chr1"	57292	2	2
"chr1"	57691	1	2
"chr1"	58447	10	10
"chr1"	59276	8	8
"chr1"	59735	1	1
"chr1"	59761	1	1
"chr1"	60249	2	2
"chr1"	60408	0	0
"chr1"	60574	0	0
"chr1"	60726	0	0
"chr1"	61020	0	0
"chr1"	61135	0	0
"chr1"	61578	5	5
"chr1"	61625	3	4
"chr1"	61803	2	3
"chr1"	61901	0	0
"chr1"	61922	0	0
"chr1"	61930	0	0
"chr1"	61947	0	0
"chr1"	61954	0	0
"chr1"	62082	0	0
"chr1"	62096	0	0
"chr1"	62112	0	0
"chr1"	62140	0	0
"chr1"	62156	0	0
"chr1"	62277	0	0
"chr1"	62420	0	0
"chr1"	62484	0	0
"chr1"	62870	8	9
"chr1"	62904	8	8
"chr1"	63148	0	0
"chr1"	63197	0	0
"chr1"	63322	2	2
"chr1"	63495	1	1
"chr1"	63568	0	0
"chr1"	63627	1	1
"chr1"	63667	1	1
"chr1"	63670	1	1
"chr1"	63683	1	1
"chr1"	63722	1	1
"chr1"	63791	0	0
"chr1"	63880	0	0
"chr1"	63965	1	1
"chr1"	63967	1	1
"chr1"	64495	5	6
"chr1"	64563	4	5
"chr1"	64764	8	8
"chr1"	64900	5	5
"chr1"	65120	0	0
"chr1"	65166	0	0
"chr1"	65810	0	0
"chr1"	65892	0	0
"chr1"	66900	0	0
"chr1"	66993	0	0
"chr1"	67183	0	0
"chr1"	67223	0	0
"chr1"	67509	0	0
"chr1"	68056	0	0
"chr1"	68122	0	0
"chr1"	68239	1	1
"chr1"	68246	1	1
"chr1"	68849	0	0
"chr1"	68889	0	0
"chr1"	69071	0	0
"chr1"	69080	0	0
"chr1"	69183	0	0
"chr1"	69334	0	0
"chr1"	69486	0	0
"chr1"	69495	0	0
"chr1"	69536	0	0
"chr1"	69551	0	0
"chr1"	69558	0	0
"chr1"	69591	0	0
"chr1"	69751	0	0
"chr1"	69767	0	0
"chr1"	69956	0	0
"chr1"	70477	0	0
"chr1"	70603	0	3
"chr1"	70665	1	4
"chr1"	70805	3	3
"chr1"	70917	1	1
"chr1"	71679	0	0
"chr1"	71962	1	1
"chr1"	72310	0	0
"chr1"	72339	0	0
"chr1"	72421	0	0
"chr1"	72454	0	0
"chr1"	72659	0	0
"chr1"	72766	0	0
"chr1"	72861	0	1
"chr1"	73228	0	0
"chr1"	73529	0	0
"chr1"	73549	0	0
"chr1"	73934	1	1
"chr1"	73951	1	1
"chr1"	74091	1	1
"chr1"	74114	1	1
"chr1"	74294	4	4
"chr1"	74307	3	4
"chr1"	74398	4	5
"chr1"	74415	4	4
"chr1"	74672	1	1
"chr1"	74902	1	2
"chr1"	74953	1	2
"chr1"	75130	1	2
"chr1"	75344	1	1
"chr1"	75425	1	1
"chr1"	75570	1	1
"chr1"	75802	1	4
"chr1"	76024	0	4
"chr1"	76132	2	2
"chr1"	76308	2	2
"chr1"	76330	0	1
"chr1"	76422	2	3
"chr1"	76600	1	1
"chr1"	76692	0	1
"chr1"	76884	0	0
"chr1"	76896	0	0
"chr1"	76900	0	0
"chr1"	76945	0	0
"chr1"	76981	0	0
"chr1"	76995	0	0
"chr1"	77035	0	0
"chr1"	77089	0	0
"chr1"	77129	0	0
"chr1"	77244	0	0
"chr1"	77461	0	0
"chr1"	77670	0	0
"chr1"	77773	0	0
"chr1"	77960	0	0
"chr1"	77985	1	1
"chr1"	78701	0	0
"chr1"	78894	0	0
"chr1"	79049	0	0
"chr1"	79077	0	0
"chr1"	79401	0	0
"chr1"	79417	0	0
"chr1"	79472	0	0
"chr1"	79787	0	0
"chr1"	79806	0	0
"chr1"	79878	0	0
"chr1"	80053	0	0
"chr1"	80808	0	0
"chr1"	80820	0	0
"chr1"	80848	0	0
"chr1"	80857	0	0
"chr1"	80909	0	0
"chr1"	80951	0	0
"chr1"	80973	0	0
"chr1"	81012	0	0
"chr1"	81031	0	0
"chr1"	81037	0	0
"chr1"	81105	0	0
"chr1"	81179	0	0
"chr1"	81317	0	0
"chr1"	81423	1	1
"chr1"	81602	0	0
"chr1"	81645	0	0
"chr1"	82162	0	0
"chr1"	82281	0	0
"chr1"	82399	0	0
"chr1"	82570	0	0
"chr1"	82715	0	0
"chr1"	83483	0	0
"chr1"	83514	0	0
"chr1"	83516	0	0
"chr1"	83603	0	0
"chr1"	83605	0	0
"chr1"	84544	0	0
"chr1"	85011	1	2
"chr1"	85406	0	0
"chr1"	85528	0	0
"chr1"	85941	0	0
"chr1"	86191	0	0
"chr1"	86686	1	1
"chr1"	86875	0	0
"chr1"	86920	0	0
"chr1"	86941	0	0
"chr1"	87256	0	0
"chr1"	87302	0	0
"chr1"	87351	0	0
"chr1"	87360	0	0
"chr1"	87365	0	0
"chr1"	87409	0	0
"chr1"	87701	0	0
"chr1"	87723	0	0
"chr1"	87754	0	0
"chr1"	88080	0	0
"chr1"	88171	0	0
"chr1"	88204	0	0
"chr1"	88315	0	0
"chr1"	88361	0	0
"chr1"	88386	0	0
"chr1"	88388	0	0
"chr1"	88456	0	0
"chr1"	88487	0	0
"chr1"	88491	0	0
"chr1"	88511	0	0
"chr1"	88518	0	0
"chr1"	88560	0	0
"chr1"	88575	0	0
"chr1"	88687	0	0
"chr1"	88696	0	0
"chr1"	88705	0	0
"chr1"	88762	0	0
"chr1"	88767	0	0
"chr1"	88811	0	0
"chr1"	88833	0	0
"chr1"	88851	0	0
"chr1"	88882	0	0
"chr1"	88904	0	0
"chr1"	88909	0	0
"chr1"	88922	0	0
"chr1"	88970	0	0
"chr1"	89213	0	0
"chr1"	89359	0	0
"chr1"	89518	0	0
"chr1"	89566	0	0
"chr1"	89705	0	0
"chr1"	90032	0	0
"chr1"	90457	0	0
"chr1"	90537	0	0
"chr1"	90728	1	1
"chr1"	90766	1	1
"chr1"	90780	0	0
"chr1"	90855	1	1
"chr1"	90930	1	1
"chr1"	90968	0	0
"chr1"	90973	0	0
"chr1"	91003	0	0
"chr1"	91018	0	0
"chr1"	91029	0	0
"chr1"	91059	0	0
"chr1"	91119	0	0
"chr1"	91159	0	0
"chr1"	91189	0	0
"chr1"	91233	0	0
"chr1"	91267	0	0
"chr1"	91458	0	0
"chr1"	91472	0	0
"chr1"	91550	0	0
"chr1"	91580	0	0
"chr1"	91684	0	1
"chr1"	91836	1	1
"chr1"	91862	1	1
"chr1"	91948	1	1
"chr1"	92001	1	1
"chr1"	92122	1	1
"chr1"	92146	1	1
"chr1"	92163	0	0
"chr1"	92392	1	1
"chr1"	92741	2	2
"chr1"	92763	2	2
"chr1"	92977	0	0
"chr1"	93097	0	0
"chr1"	93153	0	0
"chr1"	93248	0	0
"chr1"	93301	0	0
"chr1"	93392	0	0
"chr1"	93726	0	0
"chr1"	93757	0	0
"chr1"	93788	0	0
"chr1"	93819	0	0
"chr1"	93836	0	0
"chr1"	94018	0	0
"chr1"	94107	0	0
"chr1"	94118	0	0
"chr1"	94238	0	1
"chr1"	94259	1	1
"chr1"	94269	1	1
"chr1"	94295	1	1
"chr1"	94317	0	0
"chr1"	94386	0	1
"chr1"	94476	1	1
"chr1"	94860	0	0
"chr1"	94930	0	0
"chr1"	94986	0	0
"chr1"	95073	0	0
"chr1"	95430	0	0
"chr1"	95454	0	0
"chr1"	95610	6	6
